TerritorialChangeID,Gainer,Loser,TransferDate,Year,Month,Procedure,TerritoryID,TerritoryArea,TerritoryPopulation,IsWholeTerritory,IsMilConflict,IsIndependence,GainerIsCont,LoserIsCont,IsGainerHomeland,IsLoserHomeland,IsSystemEntry,IsSystemExit
3,160,230,1816-07-01,1816,7,,160,2093164.00,1970000,1,0,1,,0,1,0,1,0
4,200,790,1816-03-01,1816,3,3,790,1.00,,0,1,0,0,1,0,1,0,0
5,200,,1816-01-01,1816,,3,420,179.00,,0,0,0,0,,0,1,0,0
28,220,200,1817-01-01,1817,,3,433,7819.00,100000,1,0,0,0,0,0,0,0,0
29,365,,1817-01-01,1817,,1,365,650.00,,0,1,0,1,1,1,1,0,0
30,2,200,1818-10-01,1818,10,3,20,84240.00,,0,0,0,1,0,1,0,0,0
31,155,230,1818-12-01,1818,12,,155,464568.00,1656300,1,1,1,,0,1,0,1,0
32,200,2,1818-10-01,1818,10,3,2,41600.00,,0,0,0,0,1,0,1,0,0
33,200,,1818-06-01,1818,6,1,750,421200.00,,0,1,0,0,,0,1,0,0
34,200,,1818-01-01,1818,,2,438,16.00,,0,0,0,0,,0,1,0,0
35,640,,1818-01-01,1818,,3,671,388500.00,,1,1,0,1,,1,1,0,0
36,2,230,1819-02-01,1819,2,3,40,186488.00,54477,0,0,0,1,0,1,0,0,0
37,100,230,1819-12-01,1819,12,,100,660760.00,1400000,1,0,1,,0,1,0,1,0
38,220,580,1819-01-01,1819,,2,580,1.00,,0,0,0,0,1,0,1,0,0
39,42,230,1821-11-01,1821,11,,42,48734.00,89000,1,0,1,,0,1,0,,0
40,70,230,1821-03-01,1821,3,,70,1426757.00,7000000,1,0,1,,0,1,0,1,0
41,100,230,1821-06-01,1821,6,1,101,1082207.00,800000,1,1,0,1,0,1,0,0,0
42,135,230,1821-07-01,1821,7,,135,1559891.00,1929300,1,0,1,,0,1,0,,0
43,235,230,1821-11-01,1821,11,3,165,269810.00,70000,1,0,0,0,0,0,0,0,0
44,100,230,1822-05-01,1822,5,1,130,550685.00,600000,1,1,0,1,0,1,0,0,0
45,640,,1822-01-01,1822,,1,625,229471.00,100000,1,1,0,1,,1,1,0,0
46,140,235,1824-12-01,1824,12,,140,8259504.00,5306418,1,0,1,,0,1,0,1,0
47,200,,1824-03-01,1824,3,3,830,583.00,10000,1,0,0,0,1,0,1,0,0
48,200,210,1824-03-01,1824,3,3,827,1658.00,77756,0,0,0,0,0,0,0,0,0
49,210,200,1824-03-01,1824,3,3,850,25089.00,93875,0,0,0,0,0,0,0,0,0
50,145,230,1825-08-01,1825,8,,145,3016000.00,1750000,1,0,1,,0,1,0,1,0
51,200,,1825-12-01,1825,12,2,9993,48.00,0,1,0,0,0,,0,1,0,0
52,580,220,1825-01-01,1825,,1,580,1.00,,0,0,0,1,0,1,0,0,0
53,616,640,1825-01-01,1825,,4,616,116348.00,875000,1,0,1,,1,1,0,,0
54,200,,1826-01-01,1826,,2,561,200000.00,,0,0,0,0,,0,1,0,0
55,200,775,1826-02-01,1826,2,1,775,169098.00,1222998,0,1,0,0,1,0,1,0,0
56,200,,1826-06-01,1826,6,3,821,1.00,,0,0,0,0,,0,1,0,0
57,165,140,1828-12-01,1828,12,4,165,269810.00,70000,1,1,1,,1,1,0,1,0
58,210,,1828-12-01,1828,12,1,851,412781.00,200000,1,0,0,0,,0,1,0,0
59,350,640,1828-12-01,1828,12,4,350,39510.00,637700,1,1,1,,1,1,0,1,0
60,365,630,1828-02-01,1828,2,3,630,29800.00,,0,1,0,1,1,1,1,0,0
61,200,230,1829-01-01,1829,,3,413,2034.00,2300,1,0,0,0,0,0,0,0,0
62,365,640,1829-09-01,1829,9,3,640,8580.00,,0,1,0,1,1,1,1,0,0
63,365,,1829-01-01,1829,,1,365,4680.00,,0,1,0,1,,1,1,0,0
64,211,210,1830-10-01,1830,10,4,211,27407.00,3533538,1,1,1,,1,1,0,1,0
65,220,640,1830-09-01,1830,9,1,615,275317.00,73200,0,0,0,0,1,0,1,0,0
66,365,,1830-01-01,1830,,1,365,9360.00,,0,1,0,1,,1,1,0,0
67,100,130,1832-12-01,1832,12,3,130,140976.00,276249,0,0,0,1,1,1,1,0,0
68,200,160,1833-01-01,1833,1,2,1163,11961.00,20,1,0,0,0,0,0,1,0,0
69,200,,1835-01-01,1835,,2,561,1.00,,0,0,0,0,,0,1,0,0
70,7,70,1836-03-01,1836,3,4,7,1010472.00,38000,1,1,1,,1,1,0,,0
72,135,145,1839-01-01,1839,1,4,135,1559891.00,1929300,1,1,1,,1,1,0,1,0
73,200,,1839-01-01,1839,1,2,680,207.00,29730,1,0,0,0,,0,1,0,0
74,200,761,1839-01-01,1839,,2,761,3016.00,,0,0,0,0,1,0,1,0,0
75,210,,1839-01-01,1839,,3,850,5560.00,20978000,1,1,0,0,,0,1,0,0
76,211,210,1839-04-01,1839,4,3,210,2416.00,171572,0,0,0,1,1,1,1,0,0
77,211,210,1839-12-01,1839,12,3,212,4408.00,176493,0,0,0,1,1,1,1,0,0
78,200,,1840-01-01,1840,1,2,920,268676.00,31907,1,0,0,0,,0,1,0,0
79,235,,1840-01-01,1840,,2,540,140000.00,,0,0,0,0,,0,1,0,0
81,220,,1841-03-01,1841,3,2,581,373.00,6888,0,0,0,0,,0,1,0,0
82,2,200,1842-08-01,1842,8,3,20,18130.00,,0,0,0,1,0,1,0,0,0
83,200,2,1842-08-01,1842,8,3,2,12950.00,,0,0,0,0,1,0,1,0,0
84,200,710,1842-08-01,1842,8,3,720,75.00,33143,0,1,0,0,1,0,1,0,0
85,220,,1842-05-01,1842,5,2,960,1321.00,20200,0,0,0,0,,0,1,0,0
87,200,7693,1843-02-01,1843,2,2,7693,126340.00,1730323,1,0,0,0,,0,1,0,0
88,200,562,1843-05-01,1843,5,1,562,46620.00,121068,1,1,0,0,,0,1,0,0
89,210,,1843-01-01,1843,,3,850,4748.00,,0,0,0,0,,0,1,0,0
90,220,,1843-06-01,1843,6,3,437,6370.00,,0,0,0,0,,0,1,0,0
91,230,200,1843-01-01,1843,,3,413,2034.00,18000,1,0,0,0,0,0,0,0,0
93,220,,1844-01-01,1844,,1,960,1595.00,9000,1,1,0,0,,0,1,0,0
94,2,7,1845-03-01,1845,3,2,7,1010472.00,35162,1,0,0,1,,1,1,0,0
95,220,,1845-01-01,1845,,3,481,66914.00,,0,0,0,0,,0,1,0,0
96,2,200,1846-06-01,1846,6,3,20,739652.00,13323,0,0,0,1,0,1,0,0,0
97,200,2,1846-06-01,1846,6,3,2,429536.00,89000,0,0,0,0,1,0,1,0,0
98,300,2292,1846-11-01,1846,11,2,2292,1158.00,141202,1,0,0,1,,1,1,0,0
99,200,835,1847-01-01,1847,1,3,8231,91.00,1385,1,0,0,0,1,0,1,0,0
100,200,,1847-01-01,1847,,1,560,1.00,,0,1,0,0,,0,1,0,0
101,220,,1847-12-01,1847,12,1,615,200000.00,,0,1,0,0,,0,1,0,0
102,337,336,1847-10-01,1847,10,2,336,1127.00,168198,1,0,0,1,,1,1,0,0
103,2,70,1848-02-01,1848,2,3,70,1370153.00,295574,0,1,0,1,1,1,1,0,0
105,200,,1849-12-01,1849,12,1,,151536.00,9153209,1,1,0,0,,0,1,0,0
106,200,7507,1849-12-01,1849,12,3,7507,259000.00,3000000,1,0,0,0,,0,1,0,0
107,220,,1849-04-01,1849,4,2,438,19500.00,,0,0,0,0,,0,1,0,0
108,255,250,1849-12-01,1849,12,5,250,1173.00,65574,1,0,0,0,,1,1,0,0
109,200,390,1850-08-01,1850,8,3,452,40.00,40000,0,0,0,0,0,0,0,0,0
110,140,165,1851-01-01,1851,,3,165,104000.00,,0,0,0,1,1,1,1,0,0
111,200,681,1851-01-01,1851,,2,681,8.00,,0,0,0,0,1,0,1,0,0
112,210,235,1851-01-01,1851,,3,850,1.00,,0,0,0,0,0,0,0,0,0
114,200,775,1852-12-01,1852,12,1,775,83657.00,870180,0,1,0,0,1,0,1,0,0
115,563,200,1852-01-01,1852,1,,563,286065.00,300000,1,0,1,,0,1,0,,0
116,2,70,1853-12-01,1853,12,3,70,76768.00,96000,0,0,0,1,1,1,1,0,0
117,220,,1853-12-01,1853,12,1,930,16112.00,60000,1,1,0,0,,0,1,0,0
118,365,,1853-01-01,1853,,2,365,66120.00,,0,0,0,1,,1,1,0,0
120,200,698,1854-01-01,1854,,3,698,73.00,350000,1,0,0,0,1,0,1,0,0
121,365,,1854-01-01,1854,,1,365,1820000.00,,0,1,0,1,,1,1,0,0
122,564,200,1854-04-01,1854,4,,564,129153.00,245000,1,0,1,,0,1,0,,0
124,651,640,1855-01-01,1855,,4,651,1021081.00,600000,1,0,1,,1,1,0,,0
125,640,365,1856-03-01,1856,3,3,365,12264.00,,0,1,0,1,1,1,1,0,0
126,640,365,1856-03-01,1856,3,3,365,18557.00,,0,1,0,1,1,1,1,0,0
127,200,,1857-01-01,1857,,2,9002,13.00,400,1,0,0,0,,0,1,0,0
128,2,,1858-01-01,1858,,2,9750,1.00,0,1,0,0,0,,0,1,0,0
129,220,,1858-01-01,1858,,2,960,5.00,0,0,0,0,0,,0,1,0,0
130,365,,1858-01-01,1858,,1,365,520.00,,0,1,0,1,,1,1,0,0
131,365,710,1858-06-01,1858,6,3,710,282473.00,40000,0,0,0,1,1,1,1,0,0
133,91,200,1859-11-01,1859,11,3,91,33701.00,,0,0,0,1,0,1,0,0,0
134,140,101,1859-01-01,1859,,3,101,156000.00,,0,0,0,1,1,1,1,0,0
135,210,235,1859-04-01,1859,4,3,850,15850.00,1057800,0,0,0,0,0,0,0,0,0
136,235,210,1859-04-01,1859,4,3,860,18989.00,850300,1,0,0,0,0,0,0,0,0
137,325,300,1859-11-01,1859,11,3,300,21595.00,3009505,0,1,0,1,1,1,1,0,0
138,365,,1859-11-01,1859,11,1,365,12480.00,,0,1,0,1,,1,1,0,0
139,93,200,1860-01-01,1860,1,3,93,21367.00,,0,0,0,1,0,1,0,0,0
140,200,710,1860-10-01,1860,10,3,720,6.00,,0,1,0,0,1,0,1,0,0
141,220,,1860-01-01,1860,,1,430,39000.00,,0,1,0,0,,0,1,0,0
142,220,325,1860-03-01,1860,3,3,325,14778.00,,0,0,0,1,1,1,1,0,0
143,230,600,1860-09-01,1860,9,2,605,1505.00,,1,0,0,0,1,0,1,0,0
144,325,332,1860-03-01,1860,3,5,332,6031.00,598996,1,0,0,1,,1,1,0,1
145,325,335,1860-03-01,1860,3,5,335,6221.00,495840,1,0,0,1,,1,1,0,1
146,325,337,1860-03-01,1860,3,5,337,22163.00,1783279,1,0,0,1,,1,1,0,1
147,325,329,1860-12-01,1860,12,5,329,11950.00,8703130,1,0,0,1,,1,1,0,1
148,325,327,1860-12-01,1860,12,5,327,41445.00,3124668,0,0,0,1,1,1,1,0,1
149,365,710,1860-11-01,1860,11,3,710,234000.00,,0,0,0,1,1,1,1,0,0
152,200,,1861-08-01,1861,8,3,4781,12950.00,115000,0,0,0,0,,0,1,0,0
153,200,,1861-01-01,1861,,2,541,1.00,,0,0,0,0,,0,1,0,0
154,220,221,1861-01-01,1861,,2,221,2.00,,0,0,0,1,1,1,1,0,0
155,230,42,1861-12-01,1861,12,2,42,48734.00,200000,1,0,0,0,,0,1,0,0
156,200,692,1862-01-01,1862,,2,692,598.00,,1,0,0,0,,0,1,0,0
157,220,,1862-03-01,1862,3,3,522,6000.00,22730,0,0,0,0,,0,1,0,0
158,220,815,1862-06-01,1862,6,3,8151,22380.00,502116,0,1,0,0,1,0,1,0,0
159,2,91,1863-01-01,1863,,2,91,5.00,,0,0,0,0,1,0,1,0,0
160,220,,1863-02-01,1863,2,3,434,520.00,20000,0,0,0,0,,0,1,0,0
161,220,811,1863-12-01,1863,12,2,811,83861.00,1000000,1,0,0,0,,0,1,0,0
162,220,,1864-01-01,1864,,2,930,1958.00,15000,0,0,0,0,1,0,1,0,0
163,255,390,1864-10-01,1864,10,3,390,1046.00,50147,0,1,0,0,1,1,1,0,0
164,255,390,1864-06-01,1864,6,3,390,9194.00,409907,0,1,0,1,1,1,1,0,0
165,300,390,1864-06-01,1864,6,3,390,8534.00,544419,0,1,0,0,0,1,1,0,0
166,350,200,1864-06-01,1864,6,3,349,2608.00,234123,1,0,0,1,0,1,0,0,0
167,365,,1864-06-01,1864,6,1,365,36400.00,,0,1,0,1,,1,1,0,0
168,42,230,1865-12-01,1865,12,,42,48734.00,200000,1,0,1,,0,1,0,1,0
169,200,760,1865-11-01,1865,11,2,760,8889.00,,0,0,0,0,1,0,1,0,0
170,155,145,1866-12-01,1866,12,3,145,42896.00,,0,0,0,1,1,1,1,0,0
171,255,300,1866-08-01,1866,8,1,300,8537.00,544419,0,1,0,1,0,1,1,0,0
172,255,254,1866-08-01,1866,8,2,254,4709.00,457571,1,0,0,1,,1,1,0,0
173,255,247,1866-08-01,1866,8,2,247,101.00,87518,1,0,0,1,,1,1,0,0
174,255,240,1866-07-01,1866,7,1,240,38474.00,1923492,1,0,0,1,,1,1,0,0
175,255,273,1866-07-01,1866,7,2,273,9586.00,745063,1,0,0,1,,1,1,0,1
176,325,300,1866-07-01,1866,7,3,300,25145.00,2458989,0,1,0,1,1,1,1,0,0
177,2,,1867-08-01,1867,8,2,9730,5.00,0,1,0,0,0,,0,1,0,0
178,2,365,1867-10-01,1867,10,3,3,1518775.00,54000,1,0,0,0,1,0,1,0,0
179,140,145,1867-01-01,1867,,3,145,162500.00,,0,0,0,1,1,1,1,0,0
180,212,210,1867-12-01,1867,12,4,212,2567.00,203851,1,0,1,,0,1,0,1,0
181,220,815,1867-01-01,1867,,1,8151,33864.00,477000,0,1,0,0,1,0,1,0,0
182,255,257,1867-07-01,1867,7,5,257,6291.00,295242,1,0,0,1,,1,1,0,0
183,255,246,1867-07-01,1867,7,5,246,192.00,98575,1,0,0,1,,1,1,0,0
184,255,270,1867-07-01,1867,7,5,270,329.00,49482,1,0,0,1,,1,1,0,0
185,255,253,1867-07-01,1867,7,5,253,2725.00,99060,1,0,0,1,,1,1,0,0
186,255,248,1867-07-01,1867,7,5,248,352.00,229941,1,0,0,1,,1,1,0,0
187,255,252,1867-07-01,1867,7,5,252,1577.00,139287,1,0,0,1,,1,1,0,0
188,255,268,1867-07-01,1867,7,5,268,1121.00,58604,1,0,0,1,,1,1,0,0
189,255,241,1867-07-01,1867,7,5,241,2383.00,181824,1,0,0,1,,1,1,0,0
190,255,261,1867-07-01,1867,7,5,261,9407.00,742907,1,0,0,1,,1,1,0,0
191,255,244,1867-07-01,1867,7,5,244,3691.00,282400,1,0,0,1,,1,1,0,0
192,255,269,1867-07-01,1867,7,5,269,14939.00,2337192,1,0,0,1,,1,1,0,1
193,255,275,1867-07-01,1867,7,5,275,8386.00,853315,1,0,0,1,,1,1,0,1
194,255,280,1867-07-01,1867,7,5,280,13442.00,552612,1,0,0,1,,1,1,0,1
195,800,220,1867-01-01,1867,,3,811,35641.00,,0,0,0,1,0,1,0,0,0
196,200,570,1868-12-01,1868,12,2,570,21885.00,127700,1,0,0,0,,0,1,0,0
197,365,702,1868-06-01,1868,6,1,702,156000.00,2000000,1,1,0,1,,1,1,0,0
198,200,,1869-01-01,1869,,2,750,1645.00,,0,0,0,0,,0,1,0,0
199,325,,1869-01-01,1869,,3,531,629.00,1193,0,0,0,0,,0,1,0,0
200,140,150,1870-06-01,1870,6,3,150,65000.00,,0,1,0,1,1,1,1,0,0
201,160,150,1874-06-01,1874,6,3,150,117000.00,,0,1,0,1,1,1,1,0,0
202,220,,1870-01-01,1870,,1,615,400000.00,,0,1,0,0,,0,1,0,0
203,325,327,1870-10-01,1870,10,5,327,11790.00,723161,1,0,0,1,,1,1,0,0
204,200,210,1871-02-01,1871,2,3,452,27534.00,120000,0,0,0,0,0,0,0,0,0
205,200,,1871-10-01,1871,10,2,560,46102.00,25477,0,0,0,0,,0,1,0,0
206,255,220,1871-12-01,1871,12,3,220,14452.00,1549459,0,1,0,1,1,1,1,0,0
207,255,267,1871-01-01,1871,1,5,267,15311.00,1434970,1,0,0,1,,1,1,0,1
208,255,271,1871-01-01,1871,1,5,271,50526.00,1778479,1,0,0,1,,1,1,0,1
209,255,245,1871-01-01,1871,1,5,245,76073.00,4824421,1,0,0,1,,1,1,0,0
210,365,710,1871-01-01,1871,,2,710,42900.00,,0,0,0,1,1,1,1,0,0
211,640,672,1871-01-01,1871,,1,672,104338.00,,1,1,0,1,,1,1,0,0
212,2,200,1872-10-01,1872,10,3,20,,,0,0,0,1,0,1,0,0,0
213,640,694,1872-01-01,1872,,2,694,11000.00,22500,1,0,0,0,,1,1,0,0
214,640,678,1872-01-01,1872,,1,678,195000.00,2000000,1,1,0,1,,1,1,0,0
215,365,,1873-01-01,1873,,1,365,228800.00,,0,1,0,1,,1,1,0,0
216,365,703,1873-01-01,1873,,1,703,92463.00,110000,1,1,0,1,,1,1,0,0
217,740,,1873-01-01,1873,,2,740,104.00,,0,0,0,0,,0,1,0,0
218,200,950,1874-12-01,1874,12,2,950,18272.00,148040,1,0,0,0,,0,1,0,0
219,200,,1874-01-01,1874,1,2,821,29068.00,,0,0,0,0,,0,1,0,0
220,220,815,1874-03-01,1874,3,1,8151,33864.00,477000,0,1,0,0,1,0,1,0,0
221,651,,1874-01-01,1874,,1,625,2658063.00,11000000,1,1,0,1,,1,1,0,0
223,235,200,1875-07-01,1875,7,3,541,650.00,,0,0,0,0,0,0,0,0,0
224,365,740,1875-12-01,1875,12,3,740,32348.00,2358,0,0,0,1,1,1,1,0,0
225,640,673,1875-01-01,1875,,1,673,107120.00,,1,1,0,1,,1,1,0,0
226,740,365,1875-12-01,1875,12,3,365,4973.00,72,0,0,0,1,1,1,1,0,0
227,200,700,1876-01-01,1876,,2,700,,27270,0,0,0,0,1,0,1,0,0
228,365,701,1876-01-01,1876,1,1,701,728000.00,,1,1,0,1,,1,1,0,0
229,200,,1877-03-01,1877,3,2,565,969.00,800,0,0,0,0,,0,1,0,0
230,200,563,1877-04-01,1877,4,2,563,285363.00,815000,1,0,0,0,,0,1,0,0
231,200,,1877-01-01,1877,,3,9201,6.00,,1,0,0,0,,0,1,0,0
232,150,160,1878-01-01,1878,,3,160,1.00,10,0,0,0,1,1,1,1,0,0
233,200,640,1878-12-01,1878,12,3,352,9251.00,186084,1,0,0,0,1,0,1,0,0
234,200,,1878-01-01,1878,,1,560,1.00,,0,1,0,0,,0,1,0,0
235,300,640,1878-07-01,1878,7,6,346,42520.00,862202,1,0,0,1,1,1,1,0,0
236,300,640,1878-07-01,1878,7,6,3462,20280.00,349970,1,0,0,1,1,1,1,0,0
237,300,640,1878-07-01,1878,7,3,339,35.00,2000,0,1,0,1,1,1,1,0,0
238,345,640,1878-07-01,1878,7,4,345,42994.00,1352522,1,1,1,,1,1,0,1,0
239,345,640,1878-07-01,1878,7,3,640,11097.00,222732,0,1,0,1,1,1,1,0,0
240,348,640,1878-07-01,1878,7,4,348,4584.00,195585,1,1,1,,1,1,0,,0
241,348,640,1878-07-01,1878,7,3,640,4610.00,100000,0,1,0,1,1,1,1,0,0
242,360,640,1878-07-01,1878,7,4,360,118213.00,5073000,1,1,1,,1,1,0,1,0
243,360,640,1878-07-01,1878,7,3,640,15372.00,357000,0,1,0,1,1,1,1,0,0
245,365,360,1878-07-01,1878,7,3,360,9274.00,127000,0,0,0,1,1,1,1,0,0
246,365,640,1878-03-01,1878,3,3,640,25769.00,236600,0,1,0,1,1,1,1,0,0
247,160,,1879-01-01,1879,,1,160,669972.00,24000,0,1,0,1,,1,1,0,0
248,651,530,1879-12-01,1879,12,1,530,468000.00,325000,0,1,0,1,1,1,1,0,0
249,220,,1880-06-01,1880,6,2,960,209.00,793,0,0,0,0,,0,1,0,0
250,220,,1880-09-01,1880,9,3,484,540000.00,5000000,1,0,0,0,,0,1,0,0
251,348,640,1880-11-01,1880,11,3,640,520.00,,0,0,0,1,1,1,1,0,0
252,563,200,1880-04-01,1880,4,,563,285363.00,815000,1,1,1,,0,1,0,,0
253,640,348,1880-11-01,1880,11,3,348,1.00,200,0,0,0,1,1,1,1,0,0
254,155,160,1881-01-01,1881,,3,160,1.00,,0,0,0,1,1,1,1,0,0
255,160,155,1881-01-01,1881,,3,155,1.00,10,0,0,0,1,1,1,1,0,0
256,220,,1881-01-01,1881,,2,960,1000.00,5469,0,0,0,0,,0,1,0,0
257,220,616,1881-05-01,1881,5,1,616,116348.00,2100000,1,0,0,0,,0,1,0,0
258,350,640,1881-07-01,1881,7,3,640,13364.00,293000,0,0,0,1,1,1,1,0,0
259,365,,1881-01-01,1881,,2,365,4680.00,,0,0,0,1,,1,1,0,0
260,710,365,1881-02-01,1881,2,3,365,42900.00,,0,0,0,1,1,1,1,0,0
261,200,651,1882-09-01,1882,9,1,651,1021081.00,6806381,1,0,0,0,,0,1,0,0
262,155,135,1883-10-01,1883,10,1,135,51480.00,20000,0,1,0,0,1,1,1,0,0
263,220,,1883-01-01,1883,,2,434,500.00,,0,0,0,0,,0,1,0,0
264,220,815,1883-08-01,1883,8,2,815,90000.00,9000000,1,1,0,0,,0,1,0,0
265,155,145,1884-04-01,1884,4,1,145,50215.00,14000,0,1,0,1,1,1,1,0,0
266,200,563,1884-02-01,1884,2,3,563,19500.00,,0,0,0,0,1,0,1,0,0
267,200,,1884-12-01,1884,12,2,562,3250.00,,0,0,0,0,,0,1,0,0
268,200,,1884-11-01,1884,11,1,911,234654.00,137500,1,1,0,0,,0,1,0,0
269,200,,1884-12-01,1884,12,1,521,192000.00,153800,1,1,0,0,,0,1,0,0
270,220,,1884-12-01,1884,12,1,522,16000.00,180000,0,1,0,0,,0,1,0,0
271,255,,1884-04-01,1884,4,1,565,822907.00,250000,1,1,0,0,,0,1,0,0
272,255,,1884-07-01,1884,7,1,460,41440.00,500000,1,1,0,0,,0,1,0,0
273,255,,1884-11-01,1884,11,1,912,240870.00,297000,1,1,0,0,,0,1,0,0
274,255,,1884-07-01,1884,7,1,470,336700.00,2600000,1,1,0,0,,0,1,0,0
275,530,651,1884-01-01,1884,,3,530,468000.00,,0,0,0,1,0,1,0,0,0
276,625,200,1884-01-01,1884,1,,625,2658063.00,11000000,1,0,1,,0,1,0,,0
277,200,,1885-09-01,1885,9,2,571,440300.00,44135,1,0,0,0,,0,1,0,0
278,200,,1885-06-01,1885,6,1,4781,898000.00,24000000,0,1,0,0,,0,1,0,0
279,200,,1885-09-01,1885,9,2,560,133722.00,44135,0,0,0,0,,0,1,0,0
280,220,580,1885-12-01,1885,12,3,580,250.00,12237,0,1,0,0,1,0,1,0,0
281,220,,1885-01-01,1885,,3,481,200742.00,,0,0,0,0,,0,1,0,0
282,230,,1885-01-01,1885,1,1,412,26017.00,139000,1,1,0,0,,0,1,0,0
283,230,,1885-01-01,1885,1,1,609,266000.00,100000,1,1,0,0,,0,1,0,0
284,235,211,1885-02-01,1885,2,3,490,7298.00,,0,0,0,0,0,0,0,0,0
285,255,,1885-01-01,1885,,2,515,54222.00,,1,0,0,0,0,0,1,0,0
286,255,,1885-01-01,1885,,2,980,388.00,10000,0,0,0,0,,0,1,0,0
287,255,,1885-12-01,1885,12,2,940,22000.00,80000,0,0,0,0,,0,1,0,0
288,255,,1885-05-01,1885,5,2,501,3120.00,,0,0,0,0,,0,1,0,0
289,325,,1885-01-01,1885,,1,531,100.00,16000,0,1,0,0,,0,1,0,0
290,365,,1885-01-01,1885,,2,365,175000.00,,0,0,0,1,,1,1,0,0
291,200,775,1886-01-01,1886,1,1,775,492000.00,4000000,1,1,0,0,,0,1,0,0
292,200,,1886-01-01,1886,,3,681,160000.00,,1,0,0,0,,0,1,0,0
293,220,,1886-01-01,1886,,2,581,1782.00,47000,0,0,0,0,,0,1,0,0
294,235,511,1886-01-01,1886,,3,541,6000.00,,0,0,0,0,0,0,1,0,0
295,200,,1887-06-01,1887,6,2,560,23051.00,160000,0,0,0,0,,0,1,0,0
296,200,,1887-11-01,1887,11,2,935,14763.00,,1,0,0,0,,0,1,0,0
297,200,,1887-01-01,1887,,2,920,52.00,,0,0,0,0,,0,1,0,0
298,200,781,1887-01-01,1887,,2,781,298.00,30000,1,0,0,0,,0,1,0,0
299,200,511,1887-05-01,1887,5,3,501,7020.00,,0,0,0,0,1,0,1,0,0
300,220,,1887-11-01,1887,11,2,935,14763.00,,1,0,0,0,,0,1,0,0
301,220,,1887-04-01,1887,4,3,9321,161.00,,0,0,0,0,,0,1,0,0
303,155,,1888-09-01,1888,9,2,1151,119.00,175,1,0,0,0,,0,1,0,0
304,200,,1888-05-01,1888,5,2,823,76024.00,175000,1,0,0,0,,0,1,0,0
305,200,,1888-01-01,1888,,2,9452,155.00,,1,0,0,0,,0,1,0,0
306,200,835,1888-01-01,1888,,2,835,5765.00,45000,1,0,0,0,,0,1,0,0
307,200,,1888-12-01,1888,12,1,925,241.00,8400,1,1,0,0,,0,1,0,0
308,200,,1888-05-01,1888,5,1,824,48250.00,320000,1,1,0,0,,0,1,0,0
309,200,,1888-01-01,1888,,2,821,36192.00,,0,0,0,0,,0,1,0,0
310,220,,1888-01-01,1888,,1,430,635821.00,,0,1,0,0,,0,1,0,0
311,220,,1888-02-01,1888,2,3,9321,114.00,,0,0,0,0,,0,1,0,0
312,255,511,1888-04-01,1888,4,3,510,52000.00,,0,0,0,0,1,0,1,0,0
313,255,,1888-01-01,1888,,2,970,21.00,,1,0,0,0,,0,1,0,0
315,200,,1889-09-01,1889,9,2,553,119311.00,845547,1,0,0,0,,0,1,0,0
316,200,821,1889-01-01,1889,,2,821,7334.00,,0,0,0,0,1,0,1,0,0
317,200,511,1889-01-01,1889,,3,520,10000.00,,0,0,0,0,0,0,1,0,0
318,200,,1889-01-01,1889,,3,420,11000.00,,0,0,0,0,,0,1,0,0
320,220,,1889-01-01,1889,1,2,437,322463.00,2250000,0,0,0,0,,0,1,0,0
321,325,,1889-03-01,1889,3,1,531,247300.00,194579,0,1,0,0,,0,1,0,0
322,325,511,1889-08-01,1889,8,1,520,259000.00,400000,0,1,0,0,0,0,1,0,0
323,200,,1890-11-01,1890,11,2,501,48000.00,,0,0,0,0,,0,1,0,0
324,200,511,1890-06-01,1890,6,2,511,2642.00,150000,1,0,0,0,,0,1,0,0
325,200,255,1890-07-01,1890,7,3,501,3120.00,,0,0,0,0,0,0,0,0,0
326,200,572,1890-01-01,1890,,2,572,17363.00,55000,1,0,0,0,,0,1,0,0
327,200,761,1890-01-01,1890,,3,761,7298.00,30458,1,0,0,0,,1,0,0,0
328,235,,1890-01-01,1890,,2,540,468000.00,,0,0,0,0,,0,1,0,0
329,255,200,1890-07-01,1890,7,3,2249,2.00,2001,1,0,0,1,0,1,0,0,0
330,255,200,1890-01-01,1890,,3,565,18200.00,,0,0,0,0,0,0,0,0,0
331,255,,1890-01-01,1890,,2,510,130000.00,,0,0,0,0,,0,1,0,0
332,200,,1891-01-01,1891,,2,551,624107.00,650000,1,0,0,0,,0,1,0,0
333,211,235,1891-05-01,1891,5,3,540,1.00,,0,0,0,0,0,0,0,0,0
334,235,211,1891-05-01,1891,5,3,490,1.00,,0,0,0,0,0,0,0,0,0
335,200,,1892-01-01,1892,,2,945,956.00,37400,1,0,0,0,,0,1,0,0
336,200,696,1892-03-01,1892,3,3,696,92100.00,,1,0,0,0,,0,1,0,0
337,325,200,1892-01-01,1892,,3,520,10000.00,,0,0,0,0,0,0,0,0,0
338,200,700,1893-11-01,1893,11,3,700,104980.00,,0,0,0,0,1,0,1,0,0
339,200,,1893-01-01,1893,,2,940,21645.00,,0,0,0,0,,0,1,0,0
340,200,,1893-07-01,1893,7,1,552,389362.00,609157,1,1,0,0,,0,1,0,0
341,220,,1893-01-01,1893,,1,430,842400.00,,0,1,0,0,,0,1,0,0
