StateA,StateB,StartDate,EndDate,StartYear,StartMonth,EndYear,EndMonth,Type,Notes
2,20,1920-01-01,2016-12-01,1920,01,2016,12,1,Begins with CAN system entry
2,31,1973-07-01,2016-12-01,1973,07,2016,12,4,Across Atlantic Ocean (closest=Florida-Bimini); begins with BHM system entry
2,40,1902-05-01,1906-09-01,1902,05,1906,09,4,Across Florida Straits (closest=Key West); begins with CUB system entry; ends with USA occupation of CUB
2,40,1909-01-01,2016-12-01,1909,01,2016,12,4,Across Florida Straits (closest=Key West); resumes after USA occupation of CUB ends
2,70,1831-01-01,2016-12-01,1831,01,2016,12,1,Begins with MEX system entry
2,365,1959-01-01,2016-12-01,1959,01,2016,12,2,Across Bering Strait (closest=Alaska-Siberia); becomes interstate border with Alaskan statehood
31,40,1973-07-01,2016-12-01,1973,07,2016,12,4,Across Atlantic Ocean (closest=Great Inagua); begins with BHM system entry
31,41,1973-07-01,2016-12-01,1973,07,2016,12,4,Across Atlantic Ocean (closest=Great Inagua); begins with BHM system entry
31,42,1973-07-01,2016-12-01,1973,07,2016,12,4,Across Atlantic Ocean (closest=Great Inagua); begins with BHM system entry
31,51,1973-07-01,2016-12-01,1973,07,2016,12,5,Across Windward Passage (closest=Great Inagua); begins with BHM system entry
40,41,1902-05-01,1906-09-01,1902,05,1906,09,4,Across Windward Passage; begins with CUB system entry; ends with USA occupation of CUB
40,41,1909-01-01,1915-07-01,1909,01,1915,07,4,Across Windward Passage; resumes after USA occupation of CUB ends; ends with USA occupation of HAI
40,41,1934-08-01,2016-12-01,1934,08,2016,12,4,Across Windward Passage; resumes after USA occupation of HAI ends
40,42,1902-05-01,1906-09-01,1902,05,1906,09,5,Across Windward Passage (closest=Great Inagua); begins with CUB system entry; ends with USA occupation of CUB
40,42,1909-01-01,1916-11-01,1909,01,1916,11,5,Across Windward Passage; resumes after USA occupation of CUB ends; ends with USA occupation of DOM
40,42,1924-09-01,2016-12-01,1924,09,2016,12,5,Across Windward Passage; resumes after USA occupation of DOM ends
40,51,1962-08-01,2016-12-01,1962,08,2016,12,4,Across Caribbean Sea; begins with JAM system entry
40,70,1902-05-01,1906-09-01,1902,05,1906,09,4,Across Yucatan Channel; begins with CUB system entry; ends with USA occupation of CUB
40,70,1909-01-01,2016-12-01,1909,01,2016,12,4,Across Yucatan Channel; resumes after USA occupation of CUB ends
40,80,1981-09-01,2016-12-01,1981,09,2016,12,5,Across Caribbean Sea; begins with BLZ system entry
40,91,1902-05-01,1906-09-01,1902,05,1906,09,5,Across Caribbean Sea; begins with CUB system entry; ends with USA occupation of CUB
40,91,1909-01-01,2016-12-01,1909,01,2016,12,5,Across Caribbean Sea; resumes after USA occupation of CUB ends
41,42,1894-01-01,1915-07-01,1894,01,1915,07,1,Begins with DOM system entry; ends with USA occupation of HAI
41,42,1934-08-01,2016-12-01,1934,08,2016,12,1,Resumes after USA occupation of HAI ends
41,51,1962-08-01,2016-12-01,1962,08,2016,12,4,Across Jamaica Channel; begins with JAM system entry
41,100,1859-01-01,1915-07-01,1859,01,1915,07,5,Across Caribbean Sea; begins with HAI system entry; ends with USA occupation of HAI
41,100,1934-08-01,2016-12-01,1934,08,2016,12,5,Across Caribbean Sea; resumes after USA occupation of HAI ends
42,51,1962-08-01,2016-12-01,1962,08,2016,12,5,Across Jamaica Channel/Caribbean Sea; begins with JAM system entry
42,60,1983-09-01,2016-12-01,1983,09,2016,12,5,Across Caribbean Sea; begins with SKN system entry
42,100,1894-01-01,1916-11-01,1894,01,1916,11,5,Across Caribbean Sea; begins with DOM system entry; ends with USA occupation of DOM
42,100,1924-09-01,2016-12-01,1924,09,2016,12,5,Across Caribbean Sea; resumes after USA occupation of DOM ends
42,101,1894-01-01,1916-11-01,1894,01,1916,11,5,Across Caribbean Sea; begins with DOM system entry; ends with USA occupation of DOM
42,101,1924-09-01,2016-12-01,1924,09,2016,12,5,Across Caribbean Sea; resumes after USA occupation of DOM ends
51,91,1962-08-01,2016-12-01,1962,08,2016,12,5,Across Caribbean Sea; begins with JAM system entry
51,93,1962-08-01,2016-12-01,1962,08,2016,12,5,Across Caribbean Sea; begins with JAM system entry
51,100,1962-08-01,2016-12-01,1962,08,2016,12,5,Across Caribbean Sea; begins with JAM system entry
52,53,1966-11-01,2016-12-01,1966,11,2016,12,4,Across Atlantic Ocean; begins with BAR system entry
52,55,1974-02-01,2016-12-01,1974,02,2016,12,4,Across Caribbean Sea; begins with GRN system entry
52,56,1979-02-01,2016-12-01,1979,02,2016,12,5,Across Caribbean Sea; begins with SLU system entry
52,57,1979-10-01,2016-12-01,1979,10,2016,12,4,Across Caribbean Sea; begins with SVG system entry
52,101,1962-08-01,2016-12-01,1962,08,2016,12,3,Across Gulf of Paria; begins with TRI system entry
52,110,1966-05-01,2016-12-01,1966,05,2016,12,4,Across Atlantic Ocean; begins with GUY system entry
52,115,1975-11-01,2016-12-01,1975,11,2016,12,5,Across Atlantic Ocean; begins with SUR system entry
53,54,1978-11-01,2016-12-01,1978,11,2016,12,5,Across Atlantic Ocean; begins with DMA system entry
53,55,1974-02-01,2016-12-01,1974,02,2016,12,4,Across Atlantic Ocean; begins with GRN system entry
53,56,1979-02-01,2016-12-01,1979,02,2016,12,4,Across Atlantic Ocean; begins with SLU system entry
53,57,1979-10-01,2016-12-01,1979,10,2016,12,4,Across Atlantic Ocean; begins with SVG system entry
53,58,1981-11-01,2016-12-01,1981,11,2016,12,5,Across Atlantic Ocean; begins with AAB system entry
53,101,1966-11-01,2016-12-01,1966,11,2016,12,5,Across Caribbean Sea/Atlantic Ocean; begins with BAR system entry
53,110,1966-11-01,2016-12-01,1966,11,2016,12,5,Across Atlantic Ocean; begins with BAR system entry
54,55,1978-11-01,2016-12-01,1978,11,2016,12,5,Across Caribbean Sea; begins with DMA system entry
54,56,1979-02-01,2016-12-01,1979,02,2016,12,4,Across Caribbean Sea; begins with SLU system entry
54,57,1979-10-01,2016-12-01,1979,10,2016,12,5,Across Caribbean Sea; begins with SVG system entry
54,60,1983-09-01,2016-12-01,1983,09,2016,12,5,Across Caribbean Sea; begins with SKN system entry
54,101,1978-11-01,2016-12-01,1978,11,2016,12,4,Across Caribbean Sea; begins with DMA system entry
55,57,1979-10-01,2016-12-01,1979,10,2016,12,2,Across Caribbean Sea; begins with SVG system entry
55,58,1981-11-01,2016-12-01,1981,11,2016,12,5,Across Caribbean Sea; begins with AAB system entry
55,60,1983-09-01,2016-12-01,1983,09,2016,12,5,Across Caribbean Sea; begins with SKN system entry
55,101,1974-02-01,2016-12-01,1974,02,2016,12,4,Across Caribbean Sea; begins with GRN system entry
55,110,1974-02-01,2016-12-01,1974,02,2016,12,5,Across Atlantic Ocean; begins with GRN system entry
56,57,1979-10-01,2016-12-01,1979,10,2016,12,3,Across Caribbean Sea; begins with SVG system entry
56,58,1981-11-01,2016-12-01,1981,11,2016,12,5,Across Caribbean Sea; begins with AAB system entry
56,60,1983-09-01,2016-12-01,1983,09,2016,12,5,Across Caribbean Sea; begins with SKN system entry
56,101,1979-02-01,2016-12-01,1979,02,2016,12,5,Across Caribbean Sea; begins with SLU system entry
56,110,1979-02-01,2016-12-01,1979,02,2016,12,5,Across Atlantic Ocean; begins with SLU system entry
57,58,1981-11-01,2016-12-01,1981,11,2016,12,5,Across Caribbean Sea; begins with AAB system entry
57,60,1983-09-01,2016-12-01,1983,09,2016,12,5,Across Caribbean Sea; begins with SKN system entry
57,101,1979-10-01,2016-12-01,1979,10,2016,12,4,Across Caribbean Sea; begins with SVG system entry
57,110,1979-10-01,2016-12-01,1979,10,2016,12,5,Across Atlantic Ocean; begins with SVG system entry
58,60,1983-09-01,2016-12-01,1983,09,2016,12,3,Across Caribbean Sea; begins with SKN system entry
58,101,1981-11-01,2016-12-01,1981,11,2016,12,4,Across Caribbean Sea; begins with AAB system entry
60,101,1983-09-01,2016-12-01,1983,09,2016,12,4,Across Caribbean Sea; begins with SKN system entry
70,80,1981-09-01,2016-12-01,1981,09,2016,12,1,Begins with BLZ system entry
70,90,1868-01-01,2016-12-01,1868,01,2016,12,1,Begins with GUA system entry
70,91,1899-01-01,2016-12-01,1899,01,2016,12,5,Across Caribbean Sea; begins with HON system entry
80,90,1981-09-01,2016-12-01,1981,09,2016,12,1,Begins with BLZ system entry
80,91,1981-09-01,2016-12-01,1981,09,2016,12,4,Across Gulf of Honduras; begins with BLZ system entry
90,91,1899-01-01,2016-12-01,1899,01,2016,12,1,Begins with HON system entry
90,92,1875-01-01,2016-12-01,1875,01,2016,12,1,Begins with SAL system entry
90,93,1900-01-01,2016-12-01,1900,01,2016,12,5,Across edge of Pacific Ocean; begins with NIC system entry
90,94,1920-01-01,2016-12-01,1920,01,2016,12,5,Across edge of Pacific Ocean; begins with COS system entry
91,92,1899-01-01,2016-12-01,1899,01,2016,12,1,Begins with HON system entry
91,93,1900-01-01,2016-12-01,1900,01,2016,12,1,Begins with NIC system entry
92,93,1900-01-01,2016-12-01,1900,01,2016,12,3,Across Gulf of Fonseca; begins with NIC system entry
92,94,1920-01-01,2016-12-01,1920,01,2016,12,5,Across edge of Pacific Ocean; begins with COS system entry
93,94,1920-01-01,2016-12-01,1920,01,2016,12,1,Begins with COS system entry
93,95,1920-01-01,2016-12-01,1920,01,2016,12,5,Across Caribbean Sea; begins with PAN system entry
93,100,1900-01-01,1903-11-01,1900,01,1903,11,5,Across Caribbean Sea; begins with NIC system entry; ends with PAN secession from COL
93,100,1928-03-01,2016-12-01,1928,03,2016,12,4,Across Caribbean Sea; begins when San Andres & Providencia islands join COL
94,95,1920-01-01,2016-12-01,1920,01,2016,12,1,Begins with COS and PAN system entry
94,100,1928-03-01,2016-12-01,1928,03,2016,12,4,Across Caribbean Sea; begins when San Andres & Providencia islands join COL
95,100,1920-01-01,2016-12-01,1920,01,2016,12,1,Begins with PAN system entry
100,101,1841-01-01,2016-12-01,1841,01,2016,12,1,Begins with VEN system entry
100,130,1854-01-01,2016-12-01,1854,01,2016,12,1,Begins with ECU system entry
100,135,1916-07-01,2016-12-01,1916,07,2016,12,1,Begins with ECU-COL treaty that cedes ECU territory along PER to COL
100,140,1831-01-01,2016-12-01,1831,01,2016,12,1,Begins with COL system entry
101,110,1966-05-01,2016-12-01,1966,05,2016,12,1,Begins with GUY system entry
101,140,1841-01-01,2016-12-01,1841,01,2016,12,1,Begins with VEN system entry
110,115,1975-11-01,2016-12-01,1975,11,2016,12,1,Begins with SUR system entry
110,140,1966-05-01,2016-12-01,1966,05,2016,12,1,Begins with GUY system entry
115,140,1975-11-01,2016-12-01,1975,11,2016,12,1,Begins with SUR system entry
130,135,1854-01-01,2016-12-01,1854,01,2016,12,1,Begins with ECU system entry
130,140,1854-01-01,1916-07-01,1854,01,1916,07,1,Begins with ECU system entry; ends with ECU-COL treaty that cedes ECU territory along BRA to COL
135,140,1839-01-01,2016-12-01,1839,01,2016,12,1,Begins with PER system entry
135,145,1848-01-01,2016-12-01,1848,01,2016,12,1,Begins with BOL system entry
135,155,1883-10-01,2016-12-01,1883,10,2016,12,1,Begins after BOL loses seacoast to CHL in War of the Pacific
140,145,1848-01-01,2016-12-01,1848,01,2016,12,1,Begins with BOL system entry
140,150,1846-01-01,1870-06-01,1846,01,1870,06,1,Begins with PAR system entry; ends with BRA/ARG occupation of PAR
140,150,1876-01-01,2016-12-01,1876,01,2016,12,1,Resumes after BRA/ARG occupation of PAR ends
140,160,1841-01-01,2016-12-01,1841,01,2016,12,1,Begins with ARG system entry (ARG territory between URU and PAR bordered BRA)
140,165,1882-01-01,2016-12-01,1882,01,2016,12,1,Begins with URU system entry
145,150,1848-01-01,1870-06-01,1848,01,1870,06,1,Begins with PAR system entry; ends with BRA/ARG occupation of PAR
145,150,1876-06-01,2016-12-01,1876,06,2016,12,1,Resumes after BRA/ARG occupation of PAR ends
145,155,1848-01-01,2016-12-01,1848,01,2016,12,1,Begins with BOL system entry
145,160,1848-01-01,2016-12-01,1848,01,2016,12,1,Begins with BOL system entry
150,160,1846-01-01,1870-06-01,1846,01,1870,06,1,Begins with PAR system entry; ends with BRA/ARG occupation of PAR
150,160,1876-06-01,2016-12-01,1876,06,2016,12,1,Resumes after BRA/ARG occupation of PAR ends
155,160,1841-01-01,2016-12-01,1841,01,2016,12,1,Begins with ARG system entry
160,165,1882-01-01,2016-12-01,1882,01,2016,12,1,Begins with URU system entry
200,205,1922-12-01,2016-12-01,1922,12,2016,12,1,Begins with IRE system entry
200,210,1816-01-01,1940-07-01,1816,01,1940,07,4,Across North Sea; ends with GMY occupation of NTH
200,210,1945-06-01,2016-12-01,1945,06,2016,12,4,Across North Sea; resumes after GMY occupation of NTH ends
200,211,1830-12-01,1940-05-01,1830,12,1940,05,4,Across North Sea; begins with BEL system entry; ends with GMY occupation of BEL
200,211,1945-06-01,2016-12-01,1945,06,2016,12,4,Across North Sea; resumes after GMY occupation of BEL ends
200,220,1816-01-01,1940-06-01,1816,01,1940,06,3,Across English Channel; ends with GMY occupation of northern France
200,220,1944-08-01,2016-12-01,1944,08,2016,12,3,Across English Channel;resumes after GMY occupation of northern France ends
200,240,1838-01-01,1866-07-01,1838,01,1866,07,5,Across North Sea; begins with HAN system entry; ends with GMY absorption of HAN
200,255,1866-07-01,1945-05-01,1866,07,1945,05,5,Across North Sea (through Hanover); begins with GMY absorption of HAN; ends with Allied occupation of GMY
200,255,1990-10-01,2016-12-01,1990,10,2016,12,5,Across North Sea (through Hanover); resumes with GMY reunification
200,260,1955-05-01,1990-10-01,1955,05,1990,10,5,Across North Sea (through Hanover); begins with GFR system entry after division of GMY
200,380,1816-01-01,1905-06-01,1816,01,1905,06,5,Across North Sea (through Norway); ends with NOR independence from SWE
200,385,1905-06-01,1940-04-01,1905,06,1940,04,5,Across North Sea; begins with NOR system entry; ends with GMY occupation of NOR
200,385,1945-05-01,2016-12-01,1945,05,2016,12,5,Across North Sea; resumes after GMY occupation of NOR ends
200,390,1816-01-01,1940-04-01,1816,01,1940,04,5,Across North Sea; ends with GMY occupation of DEN
200,390,1945-05-01,2016-12-01,1945,05,2016,12,5,Across North Sea; resumes after GMY occupation of DEN ends
205,220,1922-12-01,1940-06-01,1922,12,1940,06,5,Across Celtic Sea; begins with IRE system entry; ends with GMY occupation of northern France
205,220,1944-08-01,2016-12-01,1944,08,2016,12,5,Across Celtic Sea; resumes after GMY occupation of northern France ends
210,211,1830-12-01,1940-05-01,1830,12,1940,05,1,Begins with BEL system entry; ends with GMY occupation of BEL
210,211,1945-05-01,2016-12-01,1945,05,2016,12,1,Resumes after GMY occupation of NTH/BEL ends
210,220,1816-01-01,1830-12-01,1816,01,1830,12,1,Direct land border ends with BEL independence from NTH
210,220,1830-12-01,1940-07-01,1830,12,1940,07,5,Across North Sea; begins when direct land border lost to BEL secession; ends with GMY occupation of NTH
210,220,1945-06-01,2016-12-01,1945,06,2016,12,5,Across North Sea; resumes after GMY occupation of NTH ends
210,240,1838-01-01,1866-07-01,1838,01,1866,07,1,Begins with HAN system entry; ends with GMY absorption of HAN
210,255,1816-01-01,1940-07-01,1816,01,1940,07,1,Ends with GMY occupation of NTH
210,255,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes with GMY reunification
210,260,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
210,380,1816-01-01,1905-06-01,1816,01,1905,06,5,Across North Sea (through Norway); ends with NOR independence from SWE
210,385,1905-06-01,1940-04-01,1905,06,1940,04,5,Across North Sea; begins with NOR system entry; ends with GMY occupation of NOR
210,385,1945-05-01,2016-12-01,1945,05,2016,12,5,Across North Sea; resumes after GMY occupation of NOR ends
210,390,1816-01-01,1940-04-01,1816,01,1940,04,4,Across North Sea; ends with GMY occupation of DEN
210,390,1945-05-01,2016-12-01,1945,05,2016,12,4,Across North Sea; resumes after GMY occupation of DEN ends
211,212,1920-11-01,1940-05-01,1920,11,1940,05,1,Begins with LUX system entry; ends with GMY occupation of LUX
211,212,1945-05-01,2016-12-01,1945,05,2016,12,1,Resumes after GMY occupation of BEL ends
211,220,1830-12-01,1940-05-01,1830,12,1940,05,1,Begins with BEL system entry; ends with GMY occupation of BEL
211,220,1945-06-01,2016-12-01,1945,06,2016,12,1,Resumes after GMY occupation of BEL ends
211,255,1830-12-01,1940-05-01,1830,12,1940,05,1,Begins with BEL system entry; ends with GMY occupation of BEL
211,255,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes with GMY reunification
211,260,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
211,390,1830-12-01,1940-04-01,1830,12,1940,04,5,Across North Sea; begins with BEL system entry; ends with GMY occupation of DEN
211,390,1945-05-01,2016-12-01,1945,05,2016,12,5,Across North Sea; resumes after GMY occupation of BEL ends
212,220,1920-11-01,1940-05-01,1920,11,1940,05,1,Begins with LUX system entry; ends with GMY occupation of LUX
212,220,1944-09-01,2016-12-01,1944,09,2016,12,1,Resumes after GMY occupation of LUX ends
212,255,1920-11-01,1940-05-01,1920,11,1940,05,1,Begins with LUX system entry; ends with GMY occupation of LUX
212,255,1944-09-01,1945-05-01,1944,09,1945,05,1,Resumes after GMY occupation of LUX ends; ends with Allied occupation of GMY
212,255,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes with GMY reunification
212,260,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
220,221,1993-05-01,2016-12-01,1993,05,2016,12,1,Begins with MNC system entry
220,225,1816-01-01,1942-11-01,1816,01,1942,11,1,Ends with GMY occupation of FRN
220,225,1944-08-01,2016-12-01,1944,08,2016,12,1,Resumes after GMY occupation of FRN ends
220,230,1816-01-01,1942-11-01,1816,01,1942,11,1,Ends with GMY occupation of FRN
220,230,1944-08-01,2016-12-01,1944,08,2016,12,1,Resumes after GMY occupation of FRN ends
220,232,1993-07-01,2016-12-01,1993,07,2016,12,1,Begins with AND system entry
220,245,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAV
220,255,1816-01-01,1940-06-01,1816,01,1940,06,1,Ends with GMY occupation of northern France
220,255,1944-08-01,1945-05-01,1944,08,1945,05,1,Resumes after GMY occupation of FRN ends; ends with Allied occupation of GMY
220,255,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes with GMY reunification
220,260,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
220,267,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAD
220,325,1816-01-01,1942-11-01,1816,01,1942,11,1,Ends with GMY occupation of FRN
220,325,1944-08-01,2016-12-01,1944,08,2016,12,1,Resumes after GMY occupation of FRN ends
220,327,1816-01-01,1860-11-01,1816,01,1860,11,4,Across Ligurian Sea; ends with ITA absorption of PAP
220,332,1842-01-01,1860-03-01,1842,01,1860,03,4,Across Ligurian Sea; ends with ITA absorption of MOD
220,337,1816-01-01,1860-03-01,1816,01,1860,03,3,Across Ligurian Sea; ends with ITA absorption of TUS
220,390,1816-01-01,1940-04-01,1816,01,1940,04,5,Across North Sea; ends with GMY occupation of DEN
220,390,1945-05-01,2016-12-01,1945,05,2016,12,5,Across North Sea; resumes after GMY occupation of DEN ends
220,615,1962-07-01,2016-12-01,1962,07,2016,12,5,Across Mediterranean Sea; begins with ALG system entry
220,616,1825-01-01,1881-05-01,1825,01,1881,05,5,Across Mediterranean Sea; begins with TUN system entry; ends with FRN occupation of TUN
220,616,1956-03-01,2016-12-01,1956,03,2016,12,5,Across Mediterranean Sea; resumes with TUN system reentry
221,230,1993-05-01,2016-12-01,1993,05,2016,12,5,Across Mediterranean Sea (closest=Menorca); begins with MNC system entry
221,325,1993-05-01,2016-12-01,1993,05,2016,12,4,Across Ligurian Sea; begins with MNC system entry
223,225,1990-09-01,2016-12-01,1990,09,2016,12,1,Begins with LIE system entry
223,305,1990-09-01,2016-12-01,1990,09,2016,12,1,Begins with LIE system entry
225,245,1816-01-01,1871-01-01,1816,01,1871,01,2,Across Lake Constance; ends with GMY absorption of BAV
225,255,1871-01-01,1945-05-01,1871,01,1945,05,1,Through Baden; begins with GMY absorption of BAD; ends with Allied occupation of GMY
225,255,1990-10-01,2016-12-01,1990,10,2016,12,1,Through Baden; resumes with GMY reunification
225,260,1955-05-01,1990-10-01,1955,05,1990,10,1,Through Baden; begins with GFR system entry after division of GMY; ends with GMY reunification
225,267,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAD
225,271,1816-01-01,1870-01-01,1816,01,1870,01,2,Across Lake Constance; ends with GMY absorption of WRT
225,300,1816-01-01,1918-11-01,1816,01,1918,11,1,Ends with dissolution of AUH
225,305,1919-09-01,1938-03-01,1919,09,1938,03,1,Begins with AUS system entry; ends with Anschluss
225,305,1955-07-01,2016-12-01,1955,07,2016,12,1,Resumes when AUS rejoins system
225,325,1816-01-01,2016-12-01,1816,01,2016,12,1,Both in system for entire COW era
230,232,1993-07-01,2016-12-01,1993,07,2016,12,1,Begins with AND system entry
230,235,1816-01-01,2016-12-01,1816,01,2016,12,1,Both in system for entire COW era
230,325,1816-01-01,2016-12-01,1816,01,2016,12,5,Across Mediterranean Sea (closest=Menorca-Sardinia); both in system for entire COW era
230,337,1816-01-01,1860-03-01,1816,01,1860,03,5,Across Mediterranean Sea; ends with ITA absorption of TUS
230,435,1976-02-01,1979-08-01,1976,02,1979,08,5,Across Atlantic Ocean (through Western Sahara-Canary Is.); begins with MAA entry into W.Sahara; ends with MAA withdrawal from W.Sahara
230,600,1847-01-01,1911-05-01,1847,01,1911,05,3,Across Strait of Gibraltar; begins with MOR system entry; ends when FRN begins protectorate over MOR
230,600,1956-03-01,2016-12-01,1956,03,2016,12,1,Resumes with MOR system reentry
230,615,1962-07-01,2016-12-01,1962,07,2016,12,4,Across Mediterranean Sea; begins with ALG system entry
230,616,1825-01-01,1881-05-01,1825,01,1881,05,5,Across Mediterranean Sea; begins with TUN system entry; ends with FRN occupation of TUN
230,616,1956-03-01,2016-12-01,1956,03,2016,12,5,Across Mediterranean Sea; resumes with TUN system reentry
235,600,1847-01-01,1911-05-01,1847,01,1911,05,4,Across Atlantic Ocean; begins with MOR system entry; ends when FRN begins protectorate over MOR
235,600,1956-03-01,2016-12-01,1956,03,2016,12,4,Across Atlantic Ocean; resumes with MOR system reentry
240,255,1838-01-01,1866-07-01,1838,01,1866,07,1,Begins with HAN system entry; ends with GMY absorption of HAN
240,273,1838-01-01,1866-07-01,1838,01,1866,07,1,Begins with HSE system entry; ends with GMY absorption of HSE
240,280,1843-01-01,1866-07-01,1843,01,1866,07,1,Begins with MEC system entry; ends with GMY absorption of HAN
240,380,1838-01-01,1866-07-01,1838,01,1866,07,5,Across North Sea (through Norway); begins with HAN system entry; ends with GMY absorption of HAN
240,390,1838-01-01,1866-07-01,1838,01,1866,07,4,Across North Sea; begins with HAN system entry; ends with GMY absorption of HAN
245,255,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAV
245,267,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAD/BAV
245,269,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of SAX
245,271,1816-01-01,1870-01-01,1816,01,1870,01,1,Ends with GMY absorption of WRT
245,273,1816-01-01,1866-07-01,1816,01,1866,07,1,Ends with GMY absorption of HSE
245,275,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of HSG
245,300,1816-01-01,1871-01-01,1816,01,1871,01,1,Ends with GMY absorption of BAV
255,267,1849-12-01,1871-01-01,1849,12,1871,01,1,Through Hohenzollern; begins with Prussian incorporation of Hohenzollern; ends with GMY absorption of BAD
255,269,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of SAX
255,271,1849-12-01,1870-01-01,1849,12,1870,01,1,Through Hohenzollern; begins with Prussian incorporation of Hohenzollern; ends with GMY absorption of WRT
255,273,1816-01-01,1866-07-01,1816,01,1866,07,1,Ends with GMY absorption of HSE
255,275,1816-01-01,1867-04-01,1816,01,1867,04,1,Ends with GMY absorption of HSG
255,280,1843-01-01,1867-04-01,1843,01,1867,04,1,Begins with MEC system entry; ends with GMY absorption of HAN
255,290,1918-11-01,1939-09-01,1918,11,1939,09,1,Begins with POL system entry; ends with GMY/RUS occupation of POL
255,290,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes after GMY reunification
255,300,1816-01-01,1918-11-01,1816,01,1918,11,1,Begins with POL system entry; ends with dissolution of Austria-Hungary
255,305,1919-09-01,1938-03-01,1919,09,1938,03,1,Begins with AUS system entry; ends with Anschluss
255,305,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes after GMY reunification
255,310,1938-03-01,1945-05-01,1938,03,1945,05,1,Through Austria; begins after Anschluss; ends with Allied occupation of GMY
255,315,1918-10-01,1939-03-01,1918,10,1939,03,1,Begins with CZE system entry; ends with GMY occupation of CZE
255,315,1990-10-01,1992-12-01,1990,10,1992,12,1,Resumes after GMY reunification; ends with CZE dissolution
255,316,1993-01-01,2016-12-01,1993,01,2016,12,1,Begins with CZR system entry
255,325,1938-03-01,1945-05-01,1938,03,1945,05,1,Through Austria; begins after Anschluss; ends with Allied occupation of GMY
255,345,1938-03-01,1941-04-01,1938,03,1941,04,1,Through Austria and Slovenia; begins after Anschluss; ends with GMY occupation of YUG
255,345,1944-10-01,1945-05-01,1944,10,1945,05,1,Through Austria and Slovenia; begins after GMY occupation of YUG ends; ends with Allied occupation of GMY
255,365,1816-01-01,1918-11-01,1816,01,1918,11,1,Through East Prussia and Poland/Lithuania; ends with independence of POL & LIT
255,365,1939-09-01,1941-06-01,1939,09,1941,06,1,Through occupied Poland; begins with GMY/RUS occupation of POL; ends with removal of RUS occupiers
255,365,1990-10-01,2016-12-01,1990,10,2016,12,5,Across Baltic Sea; through Kaliningrad; resumes after GMY reunification
255,366,1918-02-01,1940-06-01,1918,02,1940,06,5,Across Baltic Sea; begins with EST system entry; ends with RUS annexation of EST
255,366,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with EST independence from RUS
255,367,1918-11-01,1940-06-01,1918,11,1940,06,4,Across Baltic Sea; through East Prussia; begins with LAT system entry; ends with RUS annexation of LAT
255,367,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with LAT independence from RUS
255,368,1918-02-01,1940-06-01,1918,02,1940,06,1,Through East Prussia; begins with LIT system entry; ends with RUS annexation of LIT
255,368,1991-09-01,2016-12-01,1991,09,2016,12,5,Across Baltic Sea; resumes with LIT independence from RUS
255,375,1917-12-01,1945-05-01,1917,12,1945,05,5,Across Baltic Sea; through East Prussia; begins with FIN system entry; ends with Allied occupation of GMY
255,380,1816-01-01,1945-05-01,1816,01,1945,05,4,Across Baltic Sea; ends with Allied occupation of GMY
255,380,1990-10-01,2016-12-01,1990,10,2016,12,4,Across Baltic Sea; resumes after GMY reunification
255,385,1905-06-01,1940-04-01,1905,06,1940,04,5,Across North Sea; begins with NOR system entry; ends with GMY occupation of NOR
255,385,1990-10-01,2016-12-01,1990,10,2016,12,5,Across North Sea; resumes after GMY reunification
255,390,1816-01-01,1865-08-01,1816,01,1865,08,4,Across Brandenburger Bucht; through Holstein; ends with Prussian acquisition of direct land border after 2nd Schleswig-Holstein war
255,390,1865-08-01,1940-04-01,1865,08,1940,04,1,Begins with Prussian acquisition of Schleswig; ends with GMY occupation of DEN
255,390,1990-10-01,2016-12-01,1990,10,2016,12,1,Resumes after GMY reunification
260,265,1955-05-01,1990-10-01,1955,05,1990,10,1,Begins with GFR system entry after division of GMY; ends with GMY reunification
