TerritoryID,StartYear,EndYear,EndingStatus,ReferencedPolityID
5511,1900,1911,Became part of Northeastern Rhodesia,5518
5512,1900,1911,Became part of Northeastern Rhodesia,5518
5513,1898,1899,Became part of Zimbabwe,552
5515,1899,1993,Became part of Mozambique,541
5516,1900,1993,Became part of Mozambique,541
5517,1899,1911,Became part of Northeastern Rhodesia,5518
5518,1889,1899,Became part of Zimbabwe,552
5518,1899,1911,Became colony of United Kingdom,200
5518,1911,1953,Became part of Zambia,551
5518,1953,1964,Became part of Federation of Rhodesia and Nyasaland,550
5518,1964,1993,Became part of Zambia,551
5519,1889,1899,Became part of Zimbabwe,552
5519,1899,1911,Became colony of United Kingdom,200
5519,1911,1953,Became part of Zambia,551
5519,1953,1964,Became part of Federation of Rhodesia and Nyasaland,550
5519,1964,1993,Became part of Zambia,551
5521,1830,1898,Became part of Zwangendaba Ngoni,5531
5522,1893,1993,Became part of Zimbabwe,552
5523,1838,1870,Became part of Ndebele,5522
5523,1890,1993,Became part of Zimbabwe,552
5524,1821,1848,Became part of Zwangendaba Ngoni,5531
5525,1821,1848,Became part of Zwangendaba Ngoni,5531
5525,1898,1993,Became part of Malawi,553
5526,1823,1898,Became part of Mbelwa Ngoni,5524
5526,1898,1993,Became part of Malawi,553
5531,1848,1898,Became part of Mbelwa Ngoni,5524
5531,1848,1860,Became part of Gwangara,5106
5532,1821,1848,Became part of Zwangendaba Ngoni,5531
5532,1891,1993,Became part of Malawi,553
5602,1818,1910,Became part of Zulu,5601
5603,1818,1910,Became part of Zulu,5601
5606,1816,1919,Became possession of United Kingdom,200
5606,1919,1991,Became possession of South Africa,560
5611,1871,1880,Became colony of United Kingdom,200
5611,1880,1910,Became part of Cape Colony,561
5611,1910,1993,Became part of South Africa,560
5612,1885,1895,Became colony of United Kingdom,200
5612,1895,1910,Became part of Cape Colony,561
5612,1910,1993,Became part of South Africa,560
5613,1885,1895,Became part of British Bechuanaland,5612
5613,1895,1910,Became part of Cape Colony,561
5613,1910,1993,Became part of South Africa,560
5614,1847,1866,Became colony of United Kingdom,200
5614,1866,1910,Became part of Cape Colony,561
5614,1910,1993,Became part of South Africa,560
5615,1860,1877,Became part of Transvaal,563
5618,1858,1877,Became part of Transvaal,563
5621,1887,1897,Became colony of United Kingdom,200
5621,1887,1910,Became part of Natal,562
5621,1910,1993,Became part of South Africa,560
5622,1888,1910,Became part of Natal,562
5641,1874,1900,Became part of Cape Colony,561
5642,1848,1910,Became part of Orange Free State (Orange River Colony),564
5651,1878,1884,Became possession of United Kingdom,200
5651,1884,1910,Became part of Cape Colony,561
5651,1910,1922,Became part of South Africa,560
5651,1922,1977,Became part of Namibia,565
5651,1977,1993,Became part of South Africa,560
5711,1895,1993,Became part of Botswana,571
5796,1896,1960,Became colony of France,220
5797,1821,1993,Became part of Ambohimanga (Merina),5796
5798,1823,1993,Became part of Ambohimanga (Merina),5796
5799,1824,1993,Became part of Ambohimanga (Merina),5796
5801,1840,1896,Became colony of France,220
5801,1896,1993,Became part of Madagascar,580
5802,1885,1896,Became colony of France,220
5802,1896,1993,Became part of Madagascar,580
5803,1819,1896,Became possession of France,220
5803,1819,1843,Became part of Reunion,585
5803,1843,1853,Became part of Mayotte,5812
5803,1853,1878,Became colony of France,220
5803,1878,1896,Became part of Reunion,585
5803,1896,1993,Became part of Madagascar,580
5804,1954,1993,Became possession of France,220
5809,1816,1825,Became possession of France,220
5809,1825,1993,Became part of Madagascar,580
5811,1886,1914,Became colony of France,220
5811,1914,1947,Became part of Madagascar,580
5811,1947,1993,Became part of Comoros,581
5812,1843,1914,Became colony of France,220
5812,1914,1947,Became part of Madagascar,580
5812,1947,1974,Became part of Comoros,581
5812,1974,1993,Became colony of France,220
5813,1886,1914,Became colony of France,220
5813,1947,1993,Became part of Comoros,581
5814,1886,1914,Became colony of France,220
5814,1914,1947,Became part of Madagascar,580
5814,1947,1993,Became part of Comoros,581
5815,1852,1914,Became part of Mayotte,5812
5901,1816,1993,Became possession of Mauritius,590
5902,1816,1993,Became possession of Mauritius,590
5903,1816,1993,Became possession of Mauritius,590
5920,1816,1965,Became part of Mauritius,590
5920,1965,1993,Became colony of United Kingdom,200
600,1911,1956,Became protectorate of France,220
601,1816,1911,Became part of Morocco,600
601,1911,1923,Became part of Spanish Morocco,602
601,1940,1945,Occupied by Spain,230
601,1945,1956,Mandated to United Nations,1
601,1956,1993,Became part of Morocco,600
602,1816,1912,Became part of Morocco,600
602,1912,1956,Became protectorate of Spain,230
602,1956,1993,Became part of Morocco,600
605,1816,1934,Became part of Morocco,600
605,1934,1952,Became colony of Spain,230
605,1952,1958,Became part of Spanish West Africa,610
605,1958,1969,Became colony of Spain,230
605,1969,1993,Became part of Morocco,600
609,1884,1958,Became part of Spanish West Africa,610
609,1958,1975,Became colony of Spain,230
609,1976,1979,Occupied by Mauritania,435
610,1884,1934,Became protectorate of Spain,230
610,1934,1958,Became colony of Spain,230
610,1958,1975,Became part of Spanish Sahara,609
610,1958,1969,Became part of Ifni,605
610,1975,1993,Became part of Morocco,600
615,1831,1962,Became colony of France,220
616,1881,1956,Became protectorate of France,220
620,1835,1912,Became part of Turkey,640
620,1912,1919,Became colony of Italy,325
620,1919,1928,Became part of Cyrenaica,6202
620,1928,1942,Became colony of Italy,325
620,1942,1946,Occupied by United Kingdom,200
620,1946,1952,Mandated to United Kingdom,200
625,1882,1898,Became part of Mahdist Empire,6254
625,1898,1956,Became colony of United Kingdom,200
630,1911,1919,Occupied by United Kingdom,200
630,1911,1917,Occupied by Russia,365
630,1941,1945,Occupied by United Kingdom,200
645,1816,1917,Became part of Turkey,640
645,1917,1920,Occupied by United Kingdom,200
645,1920,1932,Mandated to United Kingdom,200
651,1882,1914,Became colony of United Kingdom,200
651,1914,1922,Became protectorate of United Kingdom,200
652,1816,1832,Became part of Turkey,640
652,1832,1840,Occupied by Egypt,651
652,1840,1918,Became part of Turkey,640
652,1920,1923,Occupied by France,220
652,1923,1946,Mandated to France,220
652,1958,1961,Became part of Egypt,651
660,1816,1918,Became part of Turkey,640
660,1918,1923,Occupied by France,220
660,1923,1946,Mandated to France,220
660,1976,1990,Occupied by Syria,652
663,1816,1918,Became part of Turkey,640
663,1918,1923,Occupied by United Kingdom,200
665,1816,1918,Became part of Turkey,640
665,1918,1923,Occupied by United Kingdom,200
665,1923,1948,Mandated to United Kingdom,200
665,1948,1993,Became part of Israel,666
665,1948,1950,Occupied by Jordan,663
665,1948,1967,Occupied by Egypt,651
665,1950,1967,Became part of Jordan,663
666,1816,1918,Became part of Turkey,640
666,1918,1923,Occupied by United Kingdom,200
666,1923,1948,Mandated to United Kingdom,200
670,1818,1823,Occupied by Egypt,651
670,1838,1843,Occupied by Egypt,651
670,1891,1902,Occupied by Jabal Shammar,674
671,1818,1841,Became part of Egypt,651
671,1841,1916,Became part of Turkey,640
671,1926,1993,Became part of Saudi Arabia,670
672,1871,1914,Occupied by Turkey,640
672,1926,1930,Became colony of Saudi Arabia,670
672,1930,1993,Became part of Saudi Arabia,670
673,1816,1818,Became part of Saudi Arabia,670
673,1871,1913,Occupied by Turkey,640
673,1913,1993,Became part of Saudi Arabia,670
674,1921,1993,Became part of Saudi Arabia,670
678,1871,1906,Became part of Turkey,640
678,1990,1993,Became part of Yemen,679
679,1967,1990,Became part of Yemen Arab Republic,678
680,1816,1967,Became part of Federation of South Arabia,6801
680,1990,1994,Became part of Yemen,679
681,1816,1838,Became part of Lahej,6821
681,1838,1937,Became part of India,750
681,1937,1963,Became colony of United Kingdom,200
681,1963,1967,Became part of Federation of South Arabia,6801
681,1967,1990,Became part of Yemen People's Republic,680
690,1990,1991,Occupied by Iraq,645
694,1873,1916,Became part of Turkey,640
696,1892,1971,Became protectorate of United Kingdom,200
6001,1816,1907,Became part of Morocco,600
6001,1907,1910,Occupied by France,220
6001,1910,1993,Became part of Morocco,600
6021,1816,1912,Became part of Morocco,600
6021,1912,1956,Became part of Spanish Morocco,602
6021,1956,1958,Became protectorate of Spain,230
6021,1958,1993,Became part of Morocco,600
6023,1912,1923,Became part of Spanish Morocco,602
6023,1926,1956,Became part of Spanish Morocco,602
6030,1816,1860,Became part of Morocco,600
6030,1860,1862,Became colony of Spain,230
6030,1862,1993,Became part of Morocco,600
6061,1816,1847,Became part of Melilla,6064
6061,1847,1913,Became part of Captaincy-general of north Africa,6067
6061,1913,1956,Became part of Spanish Morocco,602
6062,1816,1847,Became colony of Spain,230
6062,1847,1913,Became part of Captaincy-general of north Africa,6067
6062,1913,1956,Became part of Spanish Morocco,602
6062,1956,1993,Became part of Spain,230
6063,1816,1847,Became part of Melilla,6064
6063,1847,1913,Became part of Captaincy-general of north Africa,6067
6063,1913,1956,Became part of Spanish Morocco,602
6063,1956,1993,Became part of Spain,230
6064,1816,1847,Became colony of Spain,230
6064,1847,1913,Became part of Captaincy-general of north Africa,6067
6064,1913,1956,Became part of Spanish Morocco,602
6064,1956,1993,Became part of Spain,230
6065,1816,1847,Became part of Melilla,6064
6065,1847,1913,Became part of Captaincy-general of north Africa,6067
6065,1913,1956,Became part of Spanish Morocco,602
6065,1956,1993,Became part of Spain,230
6066,1860,1912,Became neutral or demilitarized zone of Morocco,600
6066,1912,1956,Became part of Spanish Morocco,602
6067,1816,1847,Became part of Ceuta,6062
6067,1847,1913,Became colony of Spain,230
6067,1913,1956,Became part of Spanish Morocco,602
6067,1956,1993,Became part of Spain,230
6151,1816,1830,Became part of Algeria,615
6151,1847,1993,Became part of Algeria,615
6152,1830,1847,Became part of Kaderist Algeria,6151
6152,1857,1993,Became part of Algeria,615
6153,1816,1830,Leased to France,220
6153,1830,1993,Became part of Algeria,615
6161,1816,1993,Became part of Tunisia,616
6161,1956,1963,Occupied by France,220
6201,1835,1879,Became part of Turkey,640
6201,1931,1993,Became part of Libya,620
6202,1912,1919,Became part of Libya,620
6202,1919,1928,Became colony of Italy,325
6202,1928,1993,Became part of Libya,620
6203,1912,1919,Became part of Libya,620
6203,1919,1928,Became colony of Italy,325
6203,1928,1993,Became part of Libya,620
6251,1874,1882,Became part of Egypt,651
6252,1821,1882,Became part of Egypt,651
6253,1816,1821,Became part of Funj Sultanate,6252
6254,1821,1882,Became part of Egypt,651
6254,1898,1993,Became part of Sudan,625
6255,1841,1882,Became part of Egypt,651
6301,1816,1946,Became part of Iran,630
6301,1946,1993,Became part of Iran,630
6302,1816,1945,Became part of Iran,630
6302,1945,1946,Occupied by Russia,365
6302,1946,1993,Became part of Iran,630
6303,1816,1920,Became part of Iran,630
6303,1921,1993,Became part of Iran,630
6304,1925,1993,Became part of Iran,630
6305,1816,1915,Became part of Iran,630
6305,1915,1915,Occupied by United Kingdom,200
6305,1915,1993,Became part of Iran,630
6306,1816,1868,Leased to Oman,698
6306,1868,1993,Became part of Iran,630
6309,1816,1838,Became part of Iran,630
6309,1838,1838,Occupied by United Kingdom,200
6309,1838,1993,Became part of Iran,630
6401,1816,1918,Became part of Turkey,640
6401,1918,1923,Occupied by France,220
6401,1923,1993,Became part of Turkey,640
6402,1816,1918,Became part of Turkey,640
6402,1918,1923,Occupied by Greece,350
6402,1923,1993,Became part of Turkey,640
6403,1920,1938,Became part of Syria,652
6403,1923,1936,Became colony of France,220
6403,1938,1939,Occupied by Turkey,640
6403,1939,1992,Became part of Turkey,640
6404,1816,1919,Became part of Turkey,640
6404,1919,1921,Occupied by Italy,325
6404,1921,1993,Became part of Turkey,640
6405,1816,1919,Became part of Turkey,640
6405,1919,1921,Occupied by United Kingdom,200
6405,1921,1993,Became part of Turkey,640
6451,1920,1922,Claimed by Saudi Arabia,670
6451,1920,1922,Claimed by Iraq,645
6451,1922,1993,Became neutral or demilitarized zone of Iraq,645
6452,1920,1991,Became part of Iraq,645
6452,1991,1991,Occupied by United States of America,2
6452,1991,1993,Became part of Iraq,645
6453,1920,1991,Became part of Iraq,645
6453,1991,1993,Became neutral or demilitarized zone of Iraq,645
6454,1920,1991,Became part of Iraq,645
6454,1991,1993,Became part of Iraq,645
6454,1991,1991,Occupied by United States of America,2
6511,1816,1918,Became part of Turkey,640
6511,1918,1945,Became part of Palestine,665
6511,1948,1967,Occupied by Egypt,651
6511,1967,1993,Occupied by Israel,666
6512,1816,1956,Became part of Egypt,651
6512,1956,1967,Became part of Egypt,651
6512,1956,1956,Occupied by Israel,666
6512,1967,1979,Occupied by Israel,666
6512,1979,1993,Became part of Egypt,651
6513,1967,1975,Occupied by Israel,666
6513,1975,1982,Became neutral or demilitarized zone of Egypt,651
6514,1816,1993,Became part of Egypt,651
6514,1936,1956,Occupied by United Kingdom,200
6521,1816,1967,Became part of Syria,652
6521,1967,1981,Occupied by Israel,666
6521,1981,1993,Became part of Israel,666
6522,1967,1974,Occupied by Israel,666
6522,1974,1993,Became neutral or demilitarized zone of Israel,666
6523,1816,1916,Became part of Turkey,640
6523,1916,1920,Occupied by France,220
6523,1920,1993,Became part of Syria,652
6524,1816,1920,Became part of Turkey,640
6524,1920,1925,Became colony of France,220
6524,1920,1993,Became part of Syria,652
6525,1816,1920,Became part of Turkey,640
6525,1920,1925,Became colony of France,220
6525,1920,1993,Became part of Syria,652
6526,1816,1920,Became part of Turkey,640
6526,1920,1993,Became part of Syria,652
6526,1922,1936,Became colony of France,220
6527,1816,1920,Became part of Turkey,640
6527,1920,1993,Became part of Syria,652
6527,1921,1936,Became colony of France,220
6601,1923,1979,Became part of Lebanon,660
6601,1982,1993,Occupied by Israel,666
6631,1918,1948,Became part of Palestine,665
6631,1948,1950,Occupied by Jordan,663
6631,1950,1967,Became part of Jordan,663
6631,1967,1993,Occupied by Israel,666
6632,1923,1949,Became part of Palestine,665
6632,1949,1967,Became neutral or demilitarized zone of Jordan,663
6632,1967,1993,Became part of Israel,666
6661,1923,1949,Became part of Palestine,665
6661,1949,1955,Became neutral or demilitarized zone of Egypt,651
6661,1955,1993,Became part of Israel,666
6800,1816,1967,Became possession of Mahri of Qishn and Socotra,6846
6800,1967,1990,Became possession of Yemen People's Republic,680
6800,1990,1993,Became possession of Yemen,679
6801,1959,1967,Became colony of United Kingdom,200
6801,1967,1990,Became part of Yemen People's Republic,680
6802,1857,1937,Became possession of United Kingdom,200
6802,1937,1963,Became part of Aden,681
6811,1937,1963,Became protectorate of United Kingdom,200
6811,1963,1967,Became part of Federation of South Arabia,6801
6811,1967,1990,Became part of Yemen People's Republic,680
6812,1937,1963,Became protectorate of United Kingdom,200
6812,1963,1967,Became part of Federation of South Arabia,6801
6821,1914,1918,Occupied by Turkey,640
6821,1937,1967,Became protectorate of West Aden Protectorate,6811
6821,1967,1990,Became part of Yemen People's Republic,680
6822,1937,1967,Became protectorate of West Aden Protectorate,6811
6822,1967,1990,Became part of Yemen People's Republic,680
6823,1937,1967,Became protectorate of West Aden Protectorate,6811
6823,1967,1990,Became part of Yemen People's Republic,680
6824,1937,1967,Became protectorate of West Aden Protectorate,6811
6824,1967,1990,Became part of Yemen People's Republic,680
6825,1937,1967,Became protectorate of West Aden Protectorate,6811
6825,1967,1990,Became part of Yemen People's Republic,680
6826,1937,1967,Became protectorate of West Aden Protectorate,6811
6826,1967,1990,Became part of Yemen People's Republic,680
6827,1937,1967,Became protectorate of West Aden Protectorate,6811
6827,1967,1990,Became part of Yemen People's Republic,680
6828,1937,1967,Became protectorate of West Aden Protectorate,6811
6828,1967,1990,Became part of Yemen People's Republic,680
6829,1937,1967,Became protectorate of West Aden Protectorate,6811
6829,1967,1990,Became part of Yemen People's Republic,680
6831,1937,1967,Became protectorate of West Aden Protectorate,6811
6831,1967,1990,Became part of Yemen People's Republic,680
6832,1937,1967,Became protectorate of West Aden Protectorate,6811
6832,1967,1990,Became part of Yemen People's Republic,680
6833,1937,1967,Became protectorate of West Aden Protectorate,6811
6833,1967,1990,Became part of Yemen People's Republic,680
6834,1937,1967,Became protectorate of West Aden Protectorate,6811
6834,1967,1990,Became part of Yemen People's Republic,680
6835,1937,1967,Became protectorate of West Aden Protectorate,6811
6835,1967,1990,Became part of Yemen People's Republic,680
6836,1937,1967,Became protectorate of West Aden Protectorate,6811
6836,1967,1990,Became part of Yemen People's Republic,680
6837,1937,1967,Became protectorate of West Aden Protectorate,6811
6837,1967,1990,Became part of Yemen People's Republic,680
6838,1937,1967,Became protectorate of West Aden Protectorate,6811
6838,1967,1990,Became part of Yemen People's Republic,680
6841,1937,1967,Became protectorate of East Aden Protectorate,6812
6841,1967,1990,Became part of Yemen People's Republic,680
6842,1937,1967,Became protectorate of East Aden Protectorate,6812
6842,1967,1990,Became part of Yemen People's Republic,680
6843,1937,1967,Became protectorate of East Aden Protectorate,6812
6843,1967,1990,Became part of Yemen People's Republic,680
6844,1937,1967,Became protectorate of East Aden Protectorate,6812
6844,1967,1990,Became part of Yemen People's Republic,680
6845,1937,1967,Became protectorate of East Aden Protectorate,6812
6845,1967,1990,Became part of Yemen People's Republic,680
6846,1937,1967,Became protectorate of East Aden Protectorate,6812
6846,1967,1990,Became part of Yemen People's Republic,680
6901,1920,1922,Claimed by Kuwait,690
6901,1922,1969,Became neutral or demilitarized zone of Kuwait,690
6901,1969,1993,Became part of Kuwait,690
6959,1954,1971,Became neutral or demilitarized zone of Saudi Arabia,670
6959,1971,1974,Became neutral or demilitarized zone of Saudi Arabia,670
6959,1974,1993,Became part of United Arab Emirates,696
6961,1892,1971,Became protectorate of United Kingdom,200
6961,1971,1993,Became part of United Arab Emirates,696
6962,1816,1833,Became part of Abu Dhabi,6961
6962,1892,1971,Became protectorate of United Kingdom,200
6962,1971,1993,Became part of United Arab Emirates,696
6963,1892,1971,Became protectorate of United Kingdom,200
6963,1971,1993,Became part of United Arab Emirates,696
6964,1952,1993,Became part of Sharjah,6963
6965,1892,1971,Became protectorate of United Kingdom,200
6965,1971,1993,Became part of United Arab Emirates,696
6966,1892,1971,Became protectorate of United Kingdom,200
6966,1971,1993,Became part of United Arab Emirates,696
6967,1900,1919,Became part of Sharjah,6963
6967,1919,1972,Became protectorate of United Kingdom,200
6967,1972,1993,Became part of United Arab Emirates,696
6968,1816,1886,Became part of Sharjah,6963
6968,1886,1971,Became protectorate of United Kingdom,200
6968,1971,1993,Became part of United Arab Emirates,696
6969,1971,1993,Became part of United Arab Emirates,696
6971,1816,1971,Became part of Sharjah,6963
6971,1971,1992,Became part of United Arab Emirates,696
6971,1992,1993,Became part of Iran,630
6981,1816,1913,Became part of Oman,698
6981,1955,1993,Became part of Oman,698
6982,1816,1854,Became part of Oman,698
6982,1854,1967,Became possession of United Kingdom,200
6982,1967,1993,Became part of Oman,698
6983,1971,1993,Became neutral or demilitarized zone of United Arab Emirates,696
6983,1971,1993,Became neutral or demilitarized zone of Oman,698
700,1819,1855,Became part of Kabul,7001
700,1979,1989,Occupied by Russia,365
701,1881,1991,Became part of Russia,365
703,1873,1991,Became part of Russia,365
704,1873,1991,Became part of Russia,365
705,1848,1991,Became part of Russia,365
710,1937,1945,Occupied by Japan,740
711,1928,1932,Became part of China,710
711,1932,1945,Occupied by Japan,740
711,1945,1993,Became part of China,710
712,1816,1911,Became part of China,710
712,1919,1921,Occupied by China,710
712,1921,1924,Occupied by Russia,365
713,1816,1895,Became part of China,710
713,1895,1945,Became colony of Japan,740
713,1945,1949,Became part of China,710
720,1816,1839,Became part of China,710
720,1839,1841,Occupied by United Kingdom,200
720,1841,1942,Became colony of United Kingdom,200
720,1942,1945,Occupied by Japan,740
720,1945,1996,Became colony of United Kingdom,200
720,1997,1997,Became part of China,710
721,1816,1993,Became colony of Portugal,235
730,1905,1907,Occupied by Japan,740
730,1907,1910,Became protectorate of Japan,740
730,1910,1945,Became colony of Japan,740
730,1945,1948,Occupied by Russia,365
730,1948,1993,Became part of North Korea,731
731,1816,1945,Became part of Korea,730
731,1945,1948,Occupied by Russia,365
732,1816,1945,Became part of Korea,730
732,1945,1948,Occupied by United States of America,2
735,1860,1920,Became part of Russia,365
735,1922,1993,Became part of Russia,365
740,1945,1952,Occupied by United States of America,2
741,1816,1879,Became protectorate of Japan,740
741,1879,1945,Became part of Japan,740
741,1945,1951,Occupied by United States of America,2
741,1951,1972,Became colony of United States of America,2
741,1972,1993,Became part of Japan,740
750,1816,1947,Became colony of United Kingdom,200
751,1816,1954,Became colony of France,220
751,1816,1816,Occupied by United Kingdom,200
751,1954,1993,Became part of India,750
752,1816,1961,Became colony of Portugal,235
752,1961,1962,Occupied by India,750
752,1962,1993,Became part of India,750
760,1865,1949,Became protectorate of United Kingdom,200
760,1949,1971,Became protectorate of India,750
761,1861,1949,Became protectorate of United Kingdom,200
761,1949,1975,Became protectorate of India,750
770,1849,1947,Became part of India,750
771,1947,1971,Became part of Pakistan,770
775,1885,1937,Became part of India,750
775,1937,1942,Became colony of United Kingdom,200
775,1942,1945,Occupied by Japan,740
775,1945,1948,Became colony of United Kingdom,200
780,1816,1833,Became part of India,750
780,1833,1948,Became colony of United Kingdom,200
781,1887,1965,Became protectorate of United Kingdom,200
800,1941,1945,Occupied by Japan,740
810,1867,1887,Became part of Cochin China,8151
810,1883,1887,Became part of Tonkin,8153
810,1883,1887,Became part of Annam,8152
810,1884,1887,Became part of Cambodia,811
810,1887,1941,Became colony of France,220
810,1941,1945,Occupied by Japan,740
810,1945,1946,Occupied by France,220
810,1946,1949,Became colony of France,220
810,1949,1954,Became part of Vietnam,815
810,1949,1993,Became part of Laos,812
810,1949,1993,Became part of Cambodia,811
811,1833,1848,Occupied by Vietnam,815
811,1884,1887,Became colony of France,220
811,1887,1945,Became part of French Indochina,810
811,1945,1949,Became part of French Indochina,810
811,1949,1953,Became colony of France,220
811,1979,1989,Occupied by Vietnam,816
812,1893,1945,Became part of French Indochina,810
812,1945,1949,Became part of French Indochina,810
812,1949,1954,Became colony of France,220
812,1975,1989,Occupied by Vietnam,816
815,1887,1949,Became part of French Indochina,810
815,1949,1954,Became colony of France,220
815,1954,1993,Became part of Vietnam,816
815,1954,1975,Became part of Republic of Vietnam,817
816,1887,1949,Became part of French Indochina,810
816,1945,1946,Occupied by China,710
816,1949,1954,Became colony of France,220
817,1887,1949,Became part of French Indochina,810
817,1949,1954,Became colony of France,220
817,1975,1993,Became part of Vietnam,816
820,1946,1957,Became colony of United Kingdom,200
821,1816,1896,Became part of Perak,8201
821,1816,1896,Became part of Negri Sembilan,8210
821,1816,1896,Became part of Selangore,8202
821,1816,1896,Became part of Pahang,8203
821,1896,1942,Became colony of United Kingdom,200
821,1942,1945,Occupied by Japan,740
821,1945,1946,Became colony of United Kingdom,200
821,1946,1993,Became part of Malaysia,820
823,1816,1888,Became part of Brunei,835
823,1942,1945,Occupied by Japan,740
823,1945,1963,Became colony of United Kingdom,200
823,1963,1993,Became part of Malaysia,820
824,1816,1841,Became part of Brunei,835
824,1888,1941,Became protectorate of United Kingdom,200
824,1941,1945,Occupied by Japan,740
824,1945,1963,Became colony of United Kingdom,200
824,1963,1993,Became part of Malaysia,820
827,1826,1942,Became colony of United Kingdom,200
827,1826,1867,Became part of India,750
827,1942,1945,Occupied by Japan,740
827,1945,1946,Became colony of United Kingdom,200
827,1946,1993,Became part of Malaysia,820
830,1826,1946,Became part of Straits Settlements,827
830,1946,1963,Became colony of United Kingdom,200
830,1963,1965,Became part of Malaysia,820
835,1888,1941,Became protectorate of United Kingdom,200
835,1941,1945,Occupied by Japan,740
835,1945,1983,Became protectorate of United Kingdom,200
840,1816,1821,Became part of Viceroyalty of New Spain,1070
840,1816,1898,Became colony of Spain,230
840,1898,1942,Became colony of United States of America,2
840,1942,1945,Occupied by Japan,740
840,1945,1946,Became colony of United States of America,2
850,1816,1816,Occupied by United Kingdom,200
850,1816,1949,Became colony of Netherlands,210
850,1942,1945,Occupied by Japan,740
851,1828,1942,Became part of Indonesia,850
851,1942,1945,Occupied by Japan,740
851,1945,1949,Became part of Indonesia,850
851,1949,1962,Became colony of Netherlands,210
851,1962,1963,Became protectorate of United Nations,1
851,1963,1969,Occupied by Indonesia,850
851,1969,1993,Became part of Indonesia,850
860,1816,1942,Became colony of Portugal,235
860,1942,1945,Occupied by Japan,740
860,1945,1975,Became colony of Portugal,235
860,1975,1976,Occupied by Indonesia,850
860,1976,1993,Became part of Indonesia,850
7001,1816,1819,Became part of Afghanistan,700
7001,1839,1841,Occupied by United Kingdom,200
7001,1855,1993,Became part of Afghanistan,700
7002,1816,1819,Became part of Afghanistan,700
7002,1839,1841,Occupied by United Kingdom,200
7002,1855,1993,Became part of Afghanistan,700
7003,1816,1819,Became part of Afghanistan,700
7003,1863,1993,Became part of Afghanistan,700
7004,1881,1993,Became part of Afghanistan,700
7010,1867,1991,Became part of Russia,365
7020,1867,1920,Became protectorate of Russia,365
7020,1920,1991,Became part of Russia,365
7030,1920,1991,Became part of Russia,365
7040,1816,1824,Became protectorate of Russia,365
7040,1824,1991,Became part of Russia,365
7050,1816,1822,Became protectorate of Russia,365
7050,1822,1991,Became part of Russia,365
7060,1845,1991,Became part of Russia,365
7070,1816,1848,Became protectorate of Russia,365
7070,1848,1991,Became part of Russia,365
7100,1933,1939,Occupied by France,220
7100,1940,1945,Occupied by Japan,740
7100,1949,1993,Occupied by Taiwan,713
7100,1949,1988,Claimed by China,710
7100,1954,1975,Claimed by Vietnam,816
7100,1954,1974,Claimed by Republic of Vietnam,817
7100,1965,1993,Occupied by Malaysia,820
7100,1974,1975,Occupied by Republic of Vietnam,817
7100,1975,1993,Occupied by Vietnam,816
7100,1976,1993,Occupied by Philippines,840
7100,1985,1993,Claimed by Brunei,835
7100,1988,1993,Occupied by China,710
7101,1816,1855,Became part of China,710
7101,1873,1993,Became part of China,710
7102,1816,1863,Became part of China,710
7102,1876,1993,Became part of China,710
7103,1816,1863,Became part of China,710
7103,1878,1993,Became part of China,710
7104,1816,1898,Became part of China,710
7104,1898,1905,Leased to Russia,365
7104,1905,1945,Leased to Japan,740
7104,1945,1950,Leased to Russia,365
7104,1950,1993,Became part of China,710
7105,1816,1898,Became part of China,710
7105,1898,1930,Leased to United Kingdom,200
7105,1930,1993,Became part of China,710
7106,1816,1900,Became part of China,710
7106,1907,1993,Became part of China,710
7107,1816,1917,Became part of China,710
7107,1920,1928,Became part of Manchuria,7111
7108,1816,1917,Became part of China,710
7108,1928,1993,Became part of China,710
7109,1816,1917,Became part of China,710
7109,1928,1993,Became part of China,710
7110,1816,1898,Became part of China,710
7110,1898,1943,Leased to France,220
7110,1898,1946,Became part of French Indochina,810
7110,1943,1945,Occupied by Japan,740
7110,1945,1946,Leased to France,220
7110,1946,1993,Became part of China,710
7111,1816,1900,Became part of China,710
7111,1900,1907,Occupied by Russia,365
7111,1928,1932,Became part of China,710
7111,1932,1945,Became part of Manchukuo,711
7111,1945,1993,Became part of China,710
7112,1816,1917,Became part of China,710
7112,1937,1993,Became part of China,710
7113,1816,1917,Became part of China,710
7113,1940,1993,Became part of China,710
7114,1816,1937,Became part of China,710
7114,1945,1993,Became part of China,710
7115,1816,1937,Became part of China,710
7115,1937,1945,Occupied by Japan,740
7115,1945,1993,Became part of China,710
7116,1816,1937,Became part of China,710
7116,1937,1945,Occupied by Japan,740
7116,1945,1993,Became part of China,710
7121,1816,1937,Became part of China,710
7121,1937,1945,Occupied by Japan,740
7121,1945,1993,Became part of China,710
7131,1945,1972,Occupied by United States of America,2
7131,1949,1993,Claimed by China,710
7220,1816,1898,Became part of China,710
7220,1898,1914,Leased to Germany,255
7220,1914,1922,Occupied by Japan,740
7220,1922,1993,Became part of China,710
7301,1816,1885,Became part of Korea,730
7301,1885,1887,Occupied by United Kingdom,200
7301,1887,1905,Became part of Korea,730
7330,1945,1953,Became part of North Korea,731
7330,1953,1993,Became neutral or demilitarized zone of North Korea,731
7351,1853,1875,Claimed by Russia,365
7351,1875,1905,Became part of Russia,365
7351,1905,1946,Became colony of Japan,740
