TerritoryID,StartYear,EndYear,EndingStatus,ReferencedPolityID
3,1816,1867,Became colony of Russia,365
3,1867,1959,Became colony of United States of America,2
3,1959,1993,Became part of United States of America,2
4,1898,1960,Became colony of United States of America,2
4,1960,1993,Became part of United States of America,2
5,1816,1917,Became colony of Denmark,390
5,1917,1993,Became colony of United States of America,2
6,1816,1821,Became part of Viceroyalty of New Spain,1070
6,1821,1898,Became colony of Spain,230
6,1898,1952,Became colony of United States of America,2
7,1816,1836,Became part of Mexico,70
7,1845,1861,Became part of United States of America,2
7,1861,1865,Became part of Confederate States of America,1002
7,1865,1993,Became part of United States of America,2
10,1816,1953,Became colony of Denmark,390
10,1941,1945,Occupied by United States of America,2
11,1816,1947,Became colony of Denmark,390
11,1940,1945,Occupied by United Kingdom,200
20,1816,1841,Became part of Quebec (Lower Canada),1025
20,1841,1919,Became colony of United Kingdom,200
21,1816,1920,Became colony of United Kingdom,200
21,1933,1949,Became colony of United Kingdom,200
21,1949,1993,Became part of Canada,20
30,1816,1993,Became colony of United Kingdom,200
31,1816,1973,Became colony of United Kingdom,200
40,1816,1821,Became part of Viceroyalty of New Spain,1070
40,1816,1898,Became colony of Spain,230
40,1898,1902,Occupied by United States of America,2
40,1906,1909,Occupied by United States of America,2
41,1915,1934,Occupied by United States of America,2
42,1816,1821,Became colony of Spain,230
42,1816,1821,Became part of Viceroyalty of New Spain,1070
42,1822,1844,Occupied by Haiti,41
42,1861,1865,Became colony of Spain,230
42,1916,1925,Occupied by United States of America,2
42,1965,1966,Occupied by United States of America,2
50,1816,1958,Became part of St. Lucia,56
50,1816,1958,Became part of Grenada,55
50,1816,1958,Became part of Montserrat,59
50,1816,1958,Became part of St. Kitts and Nevis,60
50,1816,1958,Became part of Trinidad and Tobago,52
50,1816,1958,Became part of Antigua & Barbuda,58
50,1816,1958,Became part of Jamaica,51
50,1816,1958,Became part of Dominica,54
50,1816,1958,Became part of St. Vincent and the Grenadines,57
50,1816,1958,Became part of Barbados,53
50,1962,1993,Became part of Jamaica,51
50,1962,1993,Became part of Montserrat,59
50,1962,1993,Became part of Antigua & Barbuda,58
50,1962,1993,Became part of St. Vincent and the Grenadines,57
50,1962,1993,Became part of St. Lucia,56
50,1962,1993,Became part of Grenada,55
50,1962,1993,Became part of Dominica,54
50,1962,1993,Became part of Barbados,53
50,1962,1993,Became part of Trinidad and Tobago,52
50,1962,1993,Became part of St. Kitts and Nevis,60
51,1816,1958,Became colony of United Kingdom,200
51,1958,1962,Became part of West Indies Federation,50
52,1816,1958,Became colony of United Kingdom,200
52,1958,1962,Became part of West Indies Federation,50
53,1816,1958,Became colony of United Kingdom,200
53,1958,1962,Became part of West Indies Federation,50
53,1962,1966,Became colony of United Kingdom,200
54,1816,1871,Became colony of United Kingdom,200
54,1871,1940,Became part of Leeward Is.,1063
54,1940,1958,Became part of Windward Is.,1055
54,1958,1962,Became part of West Indies Federation,50
54,1962,1967,Became colony of United Kingdom,200
55,1816,1833,Became colony of United Kingdom,200
55,1833,1958,Became part of Windward Is.,1055
55,1958,1962,Became part of West Indies Federation,50
55,1962,1967,Became colony of United Kingdom,200
55,1983,1985,Occupied by United States of America,2
56,1816,1838,Became colony of United Kingdom,200
56,1838,1960,Became part of Windward Is.,1055
56,1958,1962,Became part of West Indies Federation,50
56,1962,1967,Became colony of United Kingdom,200
57,1816,1833,Became colony of United Kingdom,200
57,1833,1960,Became part of Windward Is.,1055
57,1958,1962,Became part of West Indies Federation,50
57,1962,1969,Became colony of United Kingdom,200
58,1816,1871,Became colony of United Kingdom,200
58,1871,1956,Became part of Leeward Is.,1063
58,1956,1958,Became colony of United Kingdom,200
58,1958,1962,Became part of West Indies Federation,50
58,1962,1967,Became colony of United Kingdom,200
59,1816,1871,Became colony of United Kingdom,200
59,1871,1956,Became part of Leeward Is.,1063
59,1956,1958,Became colony of United Kingdom,200
59,1958,1962,Became part of West Indies Federation,50
59,1962,1993,Became colony of United Kingdom,200
60,1816,1882,Became part of Nevis,1076
60,1816,1882,Became part of St.Kitts,1075
60,1882,1956,Became part of Leeward Is.,1063
60,1958,1962,Became part of West Indies Federation,50
60,1962,1967,Became colony of United Kingdom,200
65,1816,1993,Became colony of France,220
65,1816,1816,Occupied by United Kingdom,200
66,1816,1993,Became colony of France,220
68,1816,1845,Became part of Curacao,1065
68,1828,1845,Became part of Dutch Windward Is.,1074
68,1845,1954,Became colony of Netherlands,210
70,1816,1821,Became colony of Viceroyalty of New Spain,1070
70,1847,1848,Occupied by United States of America,2
70,1863,1867,Occupied by France,220
80,1816,1862,Became colony of United Kingdom,200
80,1862,1884,Became part of Jamaica,51
80,1884,1981,Became colony of United Kingdom,200
89,1816,1821,Became part of Viceroyalty of New Spain,1070
89,1816,1821,Became colony of Spain,230
89,1822,1823,Became part of Mexico,70
89,1839,1993,Became part of Guatemala,90
90,1816,1821,Became part of Viceroyalty of New Spain,1070
90,1821,1823,Became part of Mexico,70
90,1823,1839,Became part of United States of Central America,89
91,1816,1821,Became part of Viceroyalty of New Spain,1070
91,1821,1823,Became part of Mexico,70
91,1823,1839,Became part of United States of Central America,89
92,1816,1821,Became part of Viceroyalty of New Spain,1070
92,1821,1823,Became part of Mexico,70
92,1823,1839,Became part of United States of Central America,89
93,1816,1821,Became part of Viceroyalty of New Spain,1070
93,1821,1823,Became part of Mexico,70
93,1823,1839,Became part of United States of Central America,89
93,1912,1925,Occupied by United States of America,2
93,1927,1933,Occupied by United States of America,2
94,1816,1821,Became part of Viceroyalty of New Spain,1070
94,1821,1823,Became part of Mexico,70
94,1823,1839,Became part of United States of Central America,89
95,1816,1819,Became colony of Spain,230
95,1819,1840,Became part of Colombia,100
95,1841,1903,Became part of Colombia,100
95,1989,1990,Occupied by United States of America,2
96,1816,1903,Became part of Colombia,100
96,1903,1979,Leased to United States of America,2
96,1979,1993,Became part of Panama,95
100,1816,1819,Became colony of Spain,230
101,1816,1819,Became colony of Spain,230
101,1819,1830,Became part of Colombia,100
110,1816,1831,Became part of Demerara and Essequibo,1113
110,1816,1831,Became part of Berbice,1114
110,1831,1966,Became colony of United Kingdom,200
120,1816,1817,Occupied by Portugal,235
120,1817,1993,Became colony of France,220
130,1816,1819,Became colony of Spain,230
130,1819,1830,Became part of Colombia,100
135,1816,1817,Became part of Viceroyalty of Peru,1135
135,1817,1821,Became colony of Spain,230
135,1836,1839,Became part of Bolivia-Peru Confederation,136
135,1880,1883,Occupied by Chile,155
136,1821,1836,Became part of Peru,135
136,1825,1836,Became part of Bolivia,145
136,1839,1993,Became part of Peru,135
140,1816,1822,Became colony of Portugal,235
145,1816,1816,Became part of Viceroyalty of La Plata,1160
145,1816,1825,Became colony of Spain,230
145,1836,1839,Became part of Bolivia-Peru Confederation,136
150,1870,1876,Occupied by Brazil,140
155,1816,1817,Became part of Viceroyalty of Peru,1135
160,1816,1816,Became part of Viceroyalty of La Plata,1160
165,1816,1828,Became part of Brazil,140
165,1816,1816,Became part of Viceroyalty of La Plata,1160
1001,1816,1861,Became part of United States of America,2
1001,1861,1877,Occupied by United States of America,2
1001,1877,1993,Became part of United States of America,2
1002,1816,1861,Became part of United States of America,2
1002,1865,1877,Occupied by United States of America,2
1002,1877,1993,Became part of United States of America,2
1003,1816,1942,Became part of Alaska,3
1003,1942,1943,Occupied by Japan,740
1003,1943,1993,Became part of Alaska,3
1004,1816,1861,Became part of United States of America,2
1004,1861,1865,Became part of Confederate States of America,1002
1004,1865,1993,Became part of United States of America,2
1005,1816,1861,Became part of United States of America,2
1005,1861,1865,Became part of Confederate States of America,1002
1005,1865,1993,Became part of United States of America,2
1006,1816,1861,Became part of United States of America,2
1006,1861,1865,Became part of Confederate States of America,1002
1006,1865,1993,Became part of United States of America,2
1007,1816,1861,Became part of United States of America,2
1007,1861,1865,Became part of Confederate States of America,1002
1007,1865,1993,Became part of United States of America,2
1008,1816,1819,Became part of Viceroyalty of New Spain,1070
1008,1819,1861,Became part of United States of America,2
1008,1861,1865,Became part of Confederate States of America,1002
1008,1865,1993,Became part of United States of America,2
1009,1816,1860,Became part of United States of America,2
1009,1861,1865,Became part of Confederate States of America,1002
1009,1865,1993,Became part of United States of America,2
1010,1861,1865,Became part of Confederate States of America,1002
1010,1865,1993,Became part of United States of America,2
1011,1816,1861,Became part of United States of America,2
1011,1861,1865,Became part of Confederate States of America,1002
1011,1865,1993,Became part of United States of America,2
1012,1816,1861,Became part of United States of America,2
1012,1861,1865,Became part of Confederate States of America,1002
1012,1865,1993,Became part of United States of America,2
1013,1816,1861,Became part of United States of America,2
1013,1861,1865,Became part of Confederate States of America,1002
1013,1865,1993,Became part of United States of America,2
1014,1816,1846,Became part of Mexico,70
1014,1846,1993,Became part of United States of America,2
1015,1816,1993,Became part of United States of America,2
1016,1816,1825,Claimed by Russia,365
1016,1816,1819,Claimed by Spain,230
1016,1816,1846,Claimed by United Kingdom,200
1016,1818,1846,Occupied by United Kingdom,200
1016,1846,1849,Became possession of United Kingdom,200
1016,1846,1993,Became part of United States of America,2
1016,1849,1866,Became part of Vancouver,1028
1016,1858,1871,Became part of British Columbia,1027
1016,1871,1993,Became part of Canada,20
1017,1931,1933,Became possession of Norway,385
1017,1933,1993,Became part of Greenland,10
1018,1816,1940,Became part of Newfoundland,21
1018,1940,1945,Leased to United States of America,2
1018,1945,1993,Became part of Newfoundland,21
1019,1816,1869,Became possession of United Kingdom,200
1019,1869,1993,Became part of Canada,20
1020,1816,1860,Claimed by United States of America,2
1020,1860,1872,Occupied by United States of America,2
1020,1872,1993,Became part of United States of America,2
1021,1816,1820,Became colony of United Kingdom,200
1021,1820,1867,Became part of Nova Scotia,1022
1021,1867,1993,Became part of Canada,20
1022,1816,1867,Became colony of United Kingdom,200
1022,1867,1993,Became part of Canada,20
1023,1816,1867,Became colony of United Kingdom,200
1023,1867,1993,Became part of Canada,20
1024,1816,1873,Became colony of United Kingdom,200
1024,1873,1993,Became part of Canada,20
1025,1816,1841,Became colony of United Kingdom,200
1025,1841,1993,Became part of Canada,20
1026,1816,1841,Became colony of United Kingdom,200
1026,1841,1993,Became part of Canada,20
1027,1858,1871,Became colony of United Kingdom,200
1027,1871,1993,Became part of Canada,20
1028,1866,1993,Became part of British Columbia,1027
1029,1816,1993,Became colony of France,220
1029,1816,1816,Occupied by United Kingdom,200
1030,1816,1940,Became part of Bermuda,30
1030,1940,1945,Leased to United States of America,2
1030,1945,1993,Became part of Bermuda,30
1031,1816,1940,Became part of Bahamas,31
1031,1940,1945,Leased to United States of America,2
1031,1945,1993,Became part of Bahamas,31
1032,1816,1848,Became part of Bahamas,31
1032,1848,1862,Jamaica,51
1032,1862,1973,Became part of Bahamas,31
1032,1973,1993,Became colony of United Kingdom,200
1033,1816,1962,Became part of Jamaica,51
1033,1962,1993,Became colony of United Kingdom,200
1040,1816,1903,Became part of Cuba,40
1040,1903,1993,Leased to United States of America,2
1041,1820,1993,Became part of Haiti,41
1044,1916,1993,Became possession of United States of America,2
1049,1816,1898,Became colony of United Kingdom,200
1049,1898,1993,Became part of Trinidad and Tobago,52
1051,1816,1940,Became part of Jamaica,51
1051,1940,1945,Leased to United States of America,2
1051,1945,1993,Became part of Jamaica,51
1052,1816,1942,Became part of Trinidad and Tobago,52
1052,1942,1945,Leased to United States of America,2
1052,1945,1993,Became part of Trinidad and Tobago,52
1055,1816,1940,Became part of Dominica,54
1055,1816,1838,Became part of St. Lucia,56
1055,1816,1833,Became part of St. Vincent and the Grenadines,57
1055,1816,1833,Became part of Grenada,55
1055,1833,1960,Became colony of United Kingdom,200
1055,1958,1993,Became part of Dominica,54
1055,1958,1993,Became part of Grenada,55
1055,1960,1993,Became part of St. Lucia,56
1055,1960,1993,Became part of St. Vincent and the Grenadines,57
1056,1816,1940,Became part of St. Lucia,56
1056,1940,1945,Leased to United States of America,2
1056,1945,1993,Became part of St. Lucia,56
1058,1816,1860,Became possession of United Kingdom,200
1058,1860,1993,Became part of Antigua & Barbuda,58
1059,1816,1941,Became part of Antigua & Barbuda,58
1059,1941,1945,Leased to United States of America,2
1059,1945,1993,Became part of Antigua & Barbuda,58
1061,1816,1956,Became part of Leeward Is.,1063
1061,1956,1993,Became colony of United Kingdom,200
1062,1816,1882,Became colony of United Kingdom,200
1062,1882,1969,Became part of St. Kitts and Nevis,60
1063,1816,1871,Became part of Montserrat,59
1063,1816,1871,Became part of British Virgin Is.,1061
1063,1816,1882,Became part of St.Kitts,1075
1063,1816,1871,Became part of Antigua & Barbuda,58
1063,1816,1871,Became part of Dominica,54
1063,1816,1882,Became part of Nevis,1076
1063,1871,1956,Became colony of United Kingdom,200
1063,1940,1993,Became part of Dominica,54
1063,1956,1993,Became part of Antigua & Barbuda,58
1063,1956,1993,Became part of Montserrat,59
1063,1956,1993,Became part of St. Kitts and Nevis,60
1063,1956,1993,Became part of British Virgin Is.,1061
1064,1816,1878,Became colony of Sweden,380
1064,1878,1993,Became part of Guadeloupe,65
1065,1816,1845,Became colony of Netherlands,210
1065,1816,1816,Occupied by United Kingdom,200
1065,1845,1993,Became part of Netherlands Antilles,68
1066,1816,1845,Became colony of Netherlands,210
1066,1845,1993,Became part of Netherlands Antilles,68
1067,1816,1828,Became colony of Netherlands,210
1067,1828,1845,Became part of Dutch Windward Is.,1074
1067,1845,1993,Became part of Netherlands Antilles,68
1068,1816,1816,Occupied by United Kingdom,200
1068,1816,1828,Became colony of Netherlands,210
1068,1828,1845,Became part of Dutch Windward Is.,1074
1068,1845,1993,Became part of Netherlands Antilles,68
1069,1816,1845,Became colony of Netherlands,210
1069,1845,1993,Became part of Netherlands Antilles,68
1070,1816,1821,Became colony of Spain,230
1070,1821,1993,Became part of Mexico,70
1071,1816,1844,Became part of Mexico,70
1071,1844,1845,Became part of Mexico,70
1071,1848,1993,Became part of Mexico,70
1072,1816,1993,Became possession of Mexico,70
1073,1816,1828,Became colony of Netherlands,210
1073,1828,1845,Became part of Dutch Windward Is.,1074
1073,1845,1993,Became part of Netherlands Antilles,68
1074,1816,1828,Became part of Saba,1067
1074,1828,1845,Became colony of Netherlands,210
1074,1845,1993,Became part of Netherlands Antilles,68
1075,1816,1882,Became colony of United Kingdom,200
1075,1882,1993,Became part of St. Kitts and Nevis,60
1075,1882,1956,Became part of Leeward Is.,1063
1075,1956,1993,Became part of St. Kitts and Nevis,60
1076,1816,1882,Became colony of United Kingdom,200
1076,1882,1956,Became part of Leeward Is.,1063
1076,1882,1993,Became part of St. Kitts and Nevis,60
1081,1816,1860,Became protectorate of United Kingdom,200
1081,1860,1993,Became part of Nicaragua,93
1082,1816,1821,Became part of Viceroyalty of New Spain,1070
1082,1821,1823,Became part of Mexico,70
1082,1823,1830,Became part of United States of Central America,89
1082,1830,1830,Occupied by United Kingdom,200
1082,1830,1839,Became part of United States of Central America,89
1082,1839,1841,Became part of Honduras,91
1082,1841,1852,Became part of Belize,80
1082,1852,1860,Became colony of United Kingdom,200
1082,1860,1993,Became part of Honduras,91
1087,1816,1821,Became part of Viceroyalty of New Spain,1070
1087,1821,1823,Became part of Mexico,70
1087,1823,1839,Became part of United States of Central America,89
1087,1839,1863,Became part of Honduras,91
1087,1863,1972,Leased to United States of America,2
1087,1972,1993,Became part of Honduras,91
1088,1816,1821,Became part of Viceroyalty of New Spain,1070
1088,1821,1823,Became part of Mexico,70
1088,1823,1839,Became part of United States of Central America,89
1088,1839,1916,Became part of Nicaragua,93
1088,1916,1971,Leased to United States of America,2
1088,1971,1993,Became part of Nicaragua,93
1094,1816,1821,Became part of Viceroyalty of New Spain,1070
1094,1821,1823,Became part of Mexico,70
1094,1823,1839,Became part of United States of Central America,89
1094,1839,1993,Became possession of Costa Rica,94
1097,1816,1903,Became part of Colombia,100
1097,1903,1979,Became part of Panama Canal Zone,96
1097,1979,1993,Leased to United States of America,2
1101,1981,1993,Became part of Colombia,100
1102,1981,1993,Became part of Colombia,100
1103,1981,1993,Became part of Colombia,100
1104,1981,1993,Became part of Colombia,100
1105,1819,1928,Claimed by Colombia,100
1105,1839,1928,Claimed by Nicaragua,93
1105,1928,1993,Became part of Colombia,100
1106,1819,1993,Became possession of Colombia,100
1112,1940,1945,Leased to United States of America,2
1112,1945,1993,Became part of Guyana,110
1113,1816,1831,Became colony of United Kingdom,200
1113,1831,1993,Became part of Guyana,110
1114,1816,1831,Became colony of United Kingdom,200
1114,1931,1993,Became part of Guyana,110
1135,1816,1817,Became colony of Spain,230
1135,1817,1993,Became part of Peru,135
1151,1888,1965,Became colony of Chile,155
1151,1965,1993,Became part of Chile,155
1152,1816,1987,Became part of Suriname,115
1152,1965,1993,Became part of Chile,155
1152,1991,1993,Became part of Suriname,115
1153,1965,1993,Became part of Chile,155
1154,1965,1993,Became part of Chile,155
1156,1884,1993,Became part of Chile,155
1160,1816,1993,Became part of Bolivia,145
1160,1816,1816,Became colony of Spain,230
1161,1816,1852,Became part of Argentina,160
1161,1859,1993,Became part of Argentina,160
1162,1816,1993,Became part of Argentina,160
1163,1816,1833,Became possession of Argentina,160
1163,1833,1993,Became colony of United Kingdom,200
1164,1816,1833,Became possession of United Kingdom,200
1164,1833,1993,Became part of Falkland Is.,1163
1164,1985,1993,Became part of South Georgia and South Sandwich Is.,1165
1165,1833,1985,Became part of Falkland Is.,1163
1165,1985,1993,Became possession of United Kingdom,200
1166,1816,1820,Became part of Argentina,160
1166,1821,1993,Became part of Argentina,160
1167,1816,1820,Became part of Argentina,160
1167,1820,1993,Became part of Argentina,160
1168,1816,1838,Became part of Argentina,160
1168,1838,1840,Occupied by France,220
1168,1840,1845,Became part of Argentina,160
1168,1845,1848,Occupied by United Kingdom,200
1168,1848,1852,Became part of Argentina,160
1168,1852,1859,Became part of Buenos Aires,1161
1168,1859,1993,Became part of Argentina,160
1201,1816,1930,Became part of French Guyana,120
1201,1930,1946,Became colony of France,220
1201,1946,1993,Became part of French Guyana,120
1352,1816,1817,Became part of Viceroyalty of Peru,1135
1352,1864,1865,Occupied by Spain,230
1352,1865,1993,Became part of Peru,135
1401,1816,1835,Became part of Brazil,140
1401,1845,1993,Became part of Brazil,140
1402,1816,1839,Became part of Brazil,140
1402,1839,1993,Became part of Brazil,140
1407,1816,1903,Became part of Bolivia,145
1407,1903,1993,Became part of Brazil,140
1408,1822,1993,Became possession of Brazil,140
1409,1895,1895,Became possession of United Kingdom,200
1409,1895,1993,Became possession of Brazil,140
205,1816,1922,Became part of United Kingdom,200
210,1940,1945,Occupied by Germany,255
211,1816,1830,Became part of Netherlands,210
211,1914,1918,Occupied by Germany,255
211,1940,1945,Occupied by Germany,255
212,1816,1892,Became part of Netherlands,210
212,1914,1918,Occupied by Germany,255
212,1940,1944,Occupied by Germany,255
220,1816,1818,Occupied by United Kingdom,200
220,1871,1873,Occupied by Germany,255
220,1914,1918,Occupied by Germany,255
220,1942,1944,Occupied by Germany,255
221,1816,1861,Became protectorate of Italy,325
221,1940,1943,Occupied by Italy,325
221,1943,1944,Occupied by Germany,255
231,1816,1993,Became colony of United Kingdom,200
240,1866,1945,Became part of Germany,255
241,1867,1945,Became part of Germany,255
242,1847,1867,Became part of Anhalt Dessau,241
243,1863,1867,Became part of Anhalt Dessau,241
244,1867,1945,Became part of Germany,255
245,1871,1945,Became part of Germany,255
246,1867,1945,Became part of Germany,255
247,1866,1945,Became part of Germany,255
248,1867,1945,Became part of Germany,255
250,1849,1945,Became part of Germany,255
251,1849,1945,Became part of Germany,255
252,1867,1945,Became part of Germany,255
253,1867,1945,Became part of Germany,255
254,1867,1945,Became part of Germany,255
255,1945,1990,Became part of German Federal Republic,260
256,1871,1920,Became part of Germany,255
256,1920,1935,Mandated to League of Nations,0
256,1935,1945,Became part of Germany,255
256,1945,1947,Occupied by France,220
256,1957,1990,Became part of German Federal Republic,260
257,1867,1945,Became part of Germany,255
258,1867,1945,Became part of Germany,255
259,1867,1945,Became part of Germany,255
260,1945,1955,Occupied by United States of America,2
260,1990,1993,Became part of Germany,255
261,1867,1945,Became part of Germany,255
264,1867,1945,Became part of Germany,255
265,1871,1945,Became part of Germany,255
265,1945,1954,Occupied by Russia,365
265,1990,1993,Became part of Germany,255
266,1867,1945,Became part of Germany,255
267,1870,1945,Became part of Germany,255
268,1867,1945,Became part of Germany,255
269,1867,1945,Became part of Germany,255
270,1867,1945,Became part of Germany,255
271,1870,1945,Became part of Germany,255
272,1867,1945,Became part of Germany,255
273,1866,1945,Became part of Germany,255
274,1867,1945,Became part of Germany,255
275,1867,1945,Became part of Germany,255
276,1867,1945,Became part of Germany,255
280,1867,1945,Became part of Germany,255
290,1816,1918,Became part of Russia,365
290,1816,1918,Became part of Austria-Hungary,300
290,1816,1918,Became part of Germany,255
290,1939,1945,Occupied by Germany,255
290,1939,1941,Occupied by Russia,365
290,1944,1949,Occupied by Russia,365
291,1816,1920,Became part of Germany,255
291,1920,1939,Mandated to League of Nations,0
291,1939,1945,Became part of Germany,255
291,1945,1993,Became part of Poland,290
305,1816,1919,Became part of Austria-Hungary,300
305,1938,1945,Became part of Germany,255
305,1945,1955,Occupied by Russia,365
310,1816,1919,Became part of Austria-Hungary,300
310,1944,1945,Occupied by Germany,255
310,1945,1949,Occupied by Russia,365
310,1956,1957,Occupied by Russia,365
315,1816,1918,Became part of Austria-Hungary,300
315,1939,1945,Occupied by Germany,255
315,1945,1945,Occupied by Russia,365
315,1968,1969,Occupied by Russia,365
315,1993,1993,Became part of Czech Republic,316
316,1945,1992,Became part of Czechoslovakia,315
317,1816,1918,Became part of Austria-Hungary,300
317,1918,1939,Became part of Czechoslovakia,315
317,1945,1992,Became part of Czechoslovakia,315
325,1943,1946,Occupied by United States of America,2
325,1943,1945,Occupied by Germany,255
326,1919,1943,Became part of Italy,325
326,1943,1947,Occupied by United States of America,2
326,1947,1954,Mandated to United Nations,1
327,1860,1993,Became part of Italy,325
328,1816,1870,Became part of Papal States,327
328,1870,1929,Became part of Italy,325
329,1861,1991,Became part of Italy,325
332,1860,1993,Became part of Italy,325
335,1860,1993,Became part of Italy,325
336,1849,1860,Became part of Tuscany,337
336,1860,1993,Became part of Italy,325
337,1860,1992,Became part of Italy,325
338,1816,1964,Became colony of United Kingdom,200
339,1816,1912,Became part of Turkey,640
339,1914,1920,Occupied by Austria-Hungary,300
339,1939,1943,Occupied by Italy,325
339,1939,1944,Occupied by Germany,255
343,1918,1993,Became part of Yugoslavia,345
344,1918,1941,Became part of Yugoslavia,345
344,1941,1945,Occupied by Italy,325
344,1945,1991,Became part of Yugoslavia,345
345,1816,1817,Became part of Turkey,640
345,1914,1918,Occupied by Austria-Hungary,300
345,1941,1944,Occupied by Germany,255
346,1918,1991,Became part of Yugoslavia,345
348,1915,1918,Occupied by Austria-Hungary,300
348,1918,1993,Became part of Yugoslavia,345
349,1918,1991,Became part of Yugoslavia,345
350,1816,1828,Became part of Turkey,640
350,1941,1943,Occupied by Italy,325
350,1941,1944,Occupied by Germany,255
351,1816,1913,Became part of Turkey,640
351,1898,1913,Occupied by United Kingdom,200
351,1913,1993,Became part of Greece,350
352,1816,1878,Became part of Turkey,640
352,1878,1914,Occupied by United Kingdom,200
352,1914,1960,Became colony of United Kingdom,200
355,1816,1878,Became part of Turkey,640
355,1878,1878,Occupied by Russia,365
355,1918,1919,Occupied by United Kingdom,200
355,1944,1947,Occupied by Russia,365
359,1816,1917,Became part of Russia,365
359,1918,1940,Became part of Romania,360
359,1940,1991,Became part of Russia,365
360,1816,1860,Became part of Moldavia,3361
360,1916,1918,Occupied by Germany,255
360,1944,1949,Occupied by Russia,365
365,1915,1918,Occupied by Germany,255
366,1816,1918,Became part of Russia,365
366,1940,1941,Became part of Russia,365
366,1941,1943,Occupied by Germany,255
366,1943,1991,Became part of Russia,365
367,1816,1918,Became part of Russia,365
367,1940,1941,Became part of Russia,365
367,1941,1943,Occupied by Germany,255
367,1943,1991,Became part of Russia,365
368,1816,1918,Became part of Russia,365
368,1940,1941,Became part of Russia,365
368,1941,1943,Occupied by Germany,255
368,1943,1991,Became part of Russia,365
369,1816,1918,Became part of Russia,365
369,1920,1941,Became part of Russia,365
369,1941,1943,Occupied by Germany,255
369,1943,1991,Became part of Russia,365
370,1816,1917,Became part of Russia,365
370,1918,1941,Became part of Russia,365
370,1941,1943,Occupied by Germany,255
370,1943,1991,Became part of Russia,365
371,1816,1918,Became part of Russia,365
371,1920,1991,Became part of Russia,365
372,1816,1918,Became part of Russia,365
372,1920,1991,Became part of Russia,365
373,1816,1918,Became part of Russia,365
373,1920,1991,Became part of Russia,365
374,1816,1917,Became part of Russia,365
374,1859,1991,Became part of Russia,365
374,1918,1920,Became part of Armenia,371
375,1816,1918,Became part of Russia,365
385,1816,1905,Became part of Sweden,380
385,1940,1945,Occupied by Germany,255
390,1940,1945,Occupied by Germany,255
395,1816,1919,Became colony of Denmark,390
395,1940,1941,Occupied by United Kingdom,200
395,1941,1944,Occupied by United States of America,2
2001,1955,1993,Became possession of United Kingdom,200
2002,1816,1993,Became part of United Kingdom,200
2051,1816,1922,Became part of United Kingdom,200
2051,1922,1938,Became possession of United Kingdom,200
2051,1938,1993,Became part of Ireland,205
2111,1816,1830,Became neutral or demilitarized zone of Netherlands,210
2111,1830,1914,Became neutral or demilitarized zone of Belgium,211
2111,1914,1919,Occupied by Germany,255
2111,1919,1993,Became part of Belgium,211
2221,1816,1860,Became part of Monaco,221
2221,1860,1993,Became part of France,220
2246,1816,1865,Became part of Denmark,390
2246,1865,1945,Became part of Germany,255
2247,1865,1866,Occupied by Germany,255
2247,1866,1945,Became part of Germany,255
2248,1816,1865,Became part of Denmark,390
2248,1865,1866,Occupied by Austria-Hungary,300
2248,1866,1945,Became part of Germany,255
2249,1816,1890,Became colony of United Kingdom,200
2249,1890,1945,Became part of Germany,255
2251,1816,1993,Became part of Switzerland,225
2292,1846,1918,Became part of Austria-Hungary,300
2292,1918,1993,Became part of Poland,290
2333,1816,1993,Became neutral or demilitarized zone of France,220
2481,1816,1867,Became part of Hamburg,248
2481,1867,1945,Became part of Germany,255
2482,1866,1920,Became part of Germany,255
2482,1920,1945,Became part of Germany,255
2482,1920,1993,Became part of Denmark,390
2551,1816,1920,Became part of Germany,255
2551,1920,1945,Became part of Germany,255
2552,1816,1920,Became part of Germany,255
2552,1920,1945,Became part of Germany,255
2553,1816,1921,Became part of Germany,255
2553,1921,1945,Became part of Germany,255
2553,1921,1993,Became part of Poland,290
2556,1816,1919,Became part of Germany,255
2556,1919,1930,Occupied by United Kingdom,200
2556,1930,1945,Became part of Germany,255
2557,1871,1923,Became part of Germany,255
2557,1923,1925,Occupied by France,220
2557,1925,1945,Became part of Germany,255
2601,1816,1945,Became part of Germany,255
2601,1945,1990,Occupied by United States of America,2
2601,1950,1990,Became part of German Federal Republic,260
2601,1990,1993,Became part of Germany,255
2661,1826,1867,Became part of Saxe Meiningen,266
2661,1867,1945,Became part of Germany,255
3051,1816,1920,Became part of Austria-Hungary,300
3051,1920,1993,Became part of Austria,305
3052,1816,1918,Became part of Austria-Hungary,300
3052,1919,1993,Became part of Austria,305
3053,1816,1918,Became part of Austria-Hungary,300
3053,1918,1919,Became part of Austria,305
3053,1919,1993,Became part of Austria,305
3253,1816,1848,Became part of Austria-Hungary,300
3261,1816,1848,Became part of Austria-Hungary,300
3261,1849,1866,Became part of Austria-Hungary,300
3261,1866,1993,Became part of Italy,325
3271,1816,1832,Became part of Papal States,327
3271,1832,1839,Occupied by France,220
3271,1839,1860,Became part of Papal States,327
3271,1860,1993,Became part of Italy,325
3291,1816,1848,Became part of Two Sicilies,329
3291,1849,1861,Became part of Two Sicilies,329
3291,1861,1993,Became part of Italy,325
3316,1918,1939,Became part of Czechoslovakia,315
3316,1939,1945,Became part of Hungary,310
3316,1945,1991,Became part of Russia,365
