igoID,StateID,JoinYear,LeaveYear
AFEXIMB,481,1997,2005
AFEXIMB,600,1997,2005
AFEXIMB,434,1997,2005
AFEXIMB,552,1997,2005
AFEXIMB,211,2002,2005
AFGEC,439,1987,2005
AFGEC,436,1987,2005
AFGEC,437,1987,2005
AFGEC,517,1987,2005
AFGEC,433,1987,2005
AFGEC,482,1987,2005
AFGEC,461,1987,2005
AFGEC,432,1998,2005
AFGEC,434,1987,2005
AFPU,516,1977,2005
AFPU,625,1973,2005
AFPU,438,1965,2005
AFPU,651,1965,2005
AFPU,435,1977,2005
AFPU,615,1965,1976
AFPU,490,1977,2005
AFPU,620,1977,1994
AFPU,432,1965,2005
AFPU,452,1965,2005
AFPU,600,1965,1976
AFPU,520,1977,2005
AFPU,450,1977,2005
AFPU,404,1978,2005
AFRAND,500,1997,2004
AFRAND,553,1997,2004
AFRAND,551,1997,2004
AFRAND,433,1997,2004
AFRAND,510,1997,2004
AFRAND,490,1997,2004
AFRAND,541,1997,2004
AFRAND,565,1997,2004
AFRAND,590,1997,2004
AFRAND,484,1997,2004
AFRAND,571,1997,2004
AFRAND,481,1997,2004
AFRAND,572,1997,2004
AFRAND,552,1997,2004
AFSPC,935,2002,2005
AFSPC,986,2003,2005
AFSPC,983,2002,2005
AFSPC,987,2002,2005
AFSPC,940,2002,2005
AFSPC,910,2002,2005
AFSPC,950,2002,2005
AFSPC,955,2002,2005
AFSPC,990,2002,2005
AFTE,625,1986,2005
AFTE,645,1980,1980
AFTE,645,1986,2005
AFTE,435,1980,1980
AFTE,435,1986,2005
AFTE,663,1986,2005
AFTE,615,1980,1980
AFTE,615,1986,2005
AFTE,679,1990,2005
AFTE,616,1986,2005
AFTE,652,1986,2005
AFTE,696,1980,1980
AFTE,696,1986,2005
AFTE,620,1980,1980
AFTE,620,1986,2005
AFTE,694,1980,1980
AFTE,694,1986,2005
AFTE,600,1986,2005
AGC,436,1972,1990
AGC,436,2002,2005
AGC,625,1972,1990
AGC,625,2002,2005
AGC,475,1972,1990
AGC,475,2002,2005
AGC,433,1972,1990
AGC,433,2002,2005
AGC,490,1972,1973
AGC,420,1972,1990
AGC,420,2002,2005
AGC,432,1972,1990
AGC,432,2002,2005
AGPUNDO,692,1981,2005
AGPUNDO,698,1981,2005
AGPUNDO,645,1981,2001
AGPUNDO,645,2004,2004
AGPUNDO,670,1981,2005
AGPUNDO,696,1981,2005
AGPUNDO,694,1981,2005
AGPUNDO,690,1982,2005
AIC,692,1974,1999
AIC,625,1974,1999
AIC,698,1975,1999
AIC,645,1975,1999
AIC,651,1974,1999
AIC,680,1977,1990
AIC,670,1974,1999
AIC,663,1975,1999
AIC,679,1991,1999
AIC,616,1975,1999
AIC,652,1975,1999
AIC,696,1974,1999
AIC,620,1975,1999
AIC,694,1974,1999
AIC,690,1974,1999
AIC,600,1975,1999
AIDC,830,1966,1974
AIDC,800,1966,1974
AIDC,820,1966,1974
AIDC,710,1966,1969
AIDC,710,1973,1974
AIDC,817,1966,1974
AIDC,713,1970,1972
AIDC,811,1966,1974
AIDC,700,1966,1974
AIDC,850,1966,1974
AIDC,775,1966,1974
AIDC,732,1966,1974
AIDC,630,1966,1974
AIDC,950,1970,1974
AIDC,750,1966,1974
AIDC,770,1966,1974
AIDC,900,1966,1974
AIDC,740,1966,1974
AIDC,840,1966,1974
AIDC,812,1966,1974
AIDC,780,1966,1974
AIDC,790,1966,1974
AIDC,920,1966,1974
AIDC,712,1966,1974
AIDO,692,1978,2005
AIDO,660,1978,2005
AIDO,625,1978,2005
AIDO,698,1978,2005
AIDO,645,1978,2005
AIDO,435,1978,2005
AIDO,678,1978,1990
AIDO,680,1978,1990
AIDO,670,1978,2005
AIDO,663,1978,2005
AIDO,522,1978,2005
AIDO,615,1978,2005
AIDO,679,1990,2005
AIDO,616,1978,2005
AIDO,652,1978,2005
AIDO,696,1978,2005
AIDO,620,1978,1998
AIDO,694,1978,2005
AIDO,690,1985,2005
AIDO,600,1978,2005
AIDO,520,1978,2005
AIOEC,380,1975,1998
AIOEC,135,1975,1998
AIOEC,435,1975,1998
AIOEC,451,1975,1998
AIOEC,101,1975,1998
AIOEC,615,1975,1998
AIOEC,750,1975,1998
AIOEC,900,1975,1998
AIOEC,450,1975,1998
AIPO,439,1976,2005
AIPO,436,1976,2005
AIPO,438,1998,2005
AIPO,411,2002,2005
AIPO,435,1976,2005
AIPO,437,1976,2005
AIPO,580,1976,1993
AIPO,471,1976,2005
AIPO,483,1976,2005
AIPO,433,1976,2005
AIPO,522,1998,1999
AIPO,484,1976,2005
AIPO,482,1976,2005
AIPO,461,1976,2005
AIPO,432,1993,2005
AIPO,481,1976,2005
AIPO,434,1976,2005
AIPO,404,2001,2005
AITIC,58,2005,2005
AITIC,41,2004,2005
AITIC,500,2005,2005
AITIC,516,2004,2005
AITIC,760,2004,2005
AITIC,380,2004,2005
AITIC,130,2005,2005
AITIC,390,2004,2005
AITIC,402,2004,2005
AITIC,93,2004,2005
AITIC,935,2004,2005
AITIC,551,2004,2005
AITIC,438,2004,2005
AITIC,435,2004,2005
AITIC,475,2004,2005
AITIC,42,2004,2005
AITIC,54,2005,2005
AITIC,56,2005,2005
AITIC,811,2004,2005
AITIC,91,2004,2005
AITIC,210,2004,2005
AITIC,517,2005,2005
AITIC,700,2005,2005
AITIC,483,2004,2005
AITIC,663,2004,2005
AITIC,615,2004,2005
AITIC,679,2004,2005
AITIC,541,2004,2005
AITIC,530,2004,2005
AITIC,200,2005,2005
AITIC,420,2004,2005
AITIC,375,2005,2005
AITIC,53,2005,2005
AITIC,590,2004,2005
AITIC,484,2004,2005
AITIC,482,2005,2005
AITIC,461,2004,2005
AITIC,780,2004,2005
AITIC,990,2005,2005
AITIC,432,2005,2005
AITIC,51,2005,2005
